date,tournament,player1,player2,odd1,odd2
2026-01-04,Bangalore challenger,Reymond A. (8),Ramanathan R.,1.68,2.03
2026-01-04,Bangalore challenger,Yamasaki J.,Imamura M. (4),2.83,1.37
2026-01-04,Bangalore challenger,Lee K. (7),Hazawa S.,1.57,2.25
2026-01-04,Bangalore challenger,Leong M.,Matsuda R. (3),2.3,1.56
2026-01-04,Bangalore challenger,Palan D. (5),Javia D.,1.4,2.77
2026-01-04,Bangalore challenger,Visker N. (11),Sureshkumar M.,1.18,4.33
2026-01-04,Bangalore challenger,Ouakaa A. (9),Vishal Balsekar A.,1.16,4.63
2026-01-04,Bangalore challenger,Taguchi R.,Kumasaka T. (1),2.27,1.56
2026-01-04,Brisbane,Hijikata R.,Arnaldi M. (1),2.02,1.74
2026-01-04,Brisbane,Halys Q.,Majchrzak K. (2),2.14,1.68
2026-01-04,Brisbane,Duckworth J. (10),Atmane T. (3),1.89,1.88
2026-01-04,Brisbane,Collignon R. (9),Quinn E. (5),1.85,1.9
2026-01-04,Brisbane,Carreno-Busta P.,Cazaux A. (4),3.08,1.35
2026-01-04,Brisbane,Sweeny D.,O'Connell C.,2.55,1.49
2026-01-04,Canberra 2 challenger,Grenier H. (7),Loffhagen G.,1.94,1.82
2026-01-04,Canberra 2 challenger,Neumayer L.,Mikrut L. (2),2.13,1.56
2026-01-04,Canberra 2 challenger,Damm M. (6),Ibraimi Y.,1.02,13.23
2026-01-04,Canberra 2 challenger,Pinnington Jones J. (11),Bailly G.,1.47,2.59
2026-01-04,Canberra 2 challenger,Rodesch C.,Molcan A. (12),1.7,2.05
2026-01-04,Canberra 2 challenger,Krueger M.,Watanuki Y. (1),2.38,1.51
2026-01-04,Canberra 2 challenger,Mejia N. (4),Habib H.,2.08,1.69
2026-01-04,Canberra 2 challenger,Cassone M.,Boyer T. (8),2.19,1.63
2026-01-04,Canberra 2 challenger,Polmans M.,Bolt A. (5),3.14,1.33
2026-01-04,Canberra 2 challenger,Fery A. (9),Jovanovski D.,1.02,14.48
2026-01-04,Canberra 2 challenger,Gueymard Wayenburg S. (10),Llamas Ruiz P.,1.97,1.74
2026-01-04,Canberra 2 challenger,Jodar R. (3),Marinkov P.,1.03,11.25
2026-01-04,Futures 2026,Faut P.,Morolli A.,1.22,3.65
2026-01-04,Futures 2026,Namigandet Tenguere L.,Stevens S.,1.22,3.67
2026-01-04,Futures 2026,Riu M.,Branger L.,6.25,1.08
2026-01-04,Futures 2026,Deflandre L.,Aubriot A.,3.05,1.32
2026-01-04,Futures 2026,Legout T.,Domenc M.,1.15,4.65
2026-01-04,Futures 2026,Rolland De Ravel C.,Valsecchi P.,1.06,6.5
2026-01-04,Futures 2026,Andres R.,Herrmann T.,2.13,1.61
2026-01-04,Futures 2026,Trufelli T.,Andriveau T.,1.46,2.55
2026-01-04,Hong Kong ATP,Basavareddy N.,Yunchaokete B. (7),1.66,2.15
2026-01-04,Hong Kong ATP,Struff J. (3),Piros Z.,1.41,2.79
2026-01-04,Hong Kong ATP,Nava E. (4),Thompson K.,1.01,19.46
2026-01-04,Hong Kong ATP,Kypson P. (6),Sachko V.,1.37,2.99
2026-01-04,Hong Kong ATP,Mmoh M.,Garin C. (1),2.33,1.56
2026-01-04,Hong Kong ATP,Zhou Y.,Maestrelli F. (8),1.66,2.16
2026-01-04,Hong Kong ATP,Djere L. (5),Ymer E.,1.45,2.67
2026-01-04,Hong Kong ATP,Tabilo A. (2),Van Assche L.,1.55,2.38
2026-01-04,Nonthaburi challenger,Sciahbasi L.,Takahashi Y. (5),2.22,1.6
2026-01-04,Nonthaburi challenger,Ichikawa T.,Mochizuki Y. (10),2.29,1.56
2026-01-04,Nonthaburi challenger,Imai S.,Zhukov M. (6),2.22,1.61
2026-01-04,Nonthaburi challenger,Moriya H. (7),Malaszszak M.,1.26,3.6
2026-01-04,Nonthaburi challenger,Colson T. (9),Kikuchi Y.,1.33,3.15
2026-01-04,Nonthaburi challenger,Weber A. (2),Suksumrarn T.,1.17,4.58
2026-01-04,Nonthaburi challenger,Matsuda K.,Ribecai M. (3),3.81,1.23
2026-01-04,Nonthaburi challenger,Shiraishi H. (4),Boosarawongse T.,1.19,4.31
2026-01-04,Nonthaburi challenger,Pantaratorn K.,Huang T. (8),8.75,1.05
2026-01-04,Nonthaburi challenger,Isomura K. (11),Nam J.,2.34,1.53
2026-01-04,Nonthaburi challenger,Boulais J. (12),Charlton J.,1.47,2.48
2026-01-04,Nonthaburi challenger,Matsuoka H. (1),Chanta T.,1.33,3.12
2026-01-04,Nottingham 5 challenger,Jones B.,Albot R. (4),4.65,1.17
2026-01-04,Nottingham 5 challenger,Overbeck C.,Vives Marcos P. (9),1.77,1.95
2026-01-04,Nottingham 5 challenger,Guerrieri A. (12),Hurrion M.,1.31,3.15
2026-01-04,Nottingham 5 challenger,Matusevich A.,Peliwo F. (10),1.29,3.38
2026-01-04,Nottingham 5 challenger,Arnaboldi F. (2),Compagnucci T.,1.43,2.66
2026-01-04,Nottingham 5 challenger,Wiskandt M. (6),Brady P.,1.95,1.77
2026-01-04,Nottingham 5 challenger,Ritschard A. (11),Ehrenschneider N.,1.21,4.14
2026-01-04,Nottingham 5 challenger,McHugh A. (3),Sheehy J.,1.4,2.76
2026-01-04,Nottingham 5 challenger,Masur D.,Yevseyev D. (1),1.71,2.05
2026-01-04,Nottingham 5 challenger,Murgett F.,Fenty A. (7),2.83,1.37
2026-01-04,Nottingham 5 challenger,Story J. (8),Bass F.,1.21,4.05
2026-01-04,Nottingham 5 challenger,Kingsley C.,Karol M. (5),2.13,1.64
2026-01-04,Noumea challenger,Ogura K. (10),Delaney J. (1),1.71,2.05
2026-01-04,Noumea challenger,Moreno De Alboran N. (4),Hulme M.,1.06,7.45
2026-01-04,Noumea challenger,Gutierrez O. (8),Furness E.,2.45,1.49
2026-01-04,Noumea challenger,Zhu E. (7),Rollin N.,1.03,12.87
2026-01-04,Noumea challenger,Delaney J.,Voisin A.,1.02,11.75
2026-01-04,Noumea challenger,Cook E.,Kusuhara Y. (3),4.75,1.17
2026-01-04,Noumea challenger,Hudd E. (9),Bataljin L.,1.05,9.76
2026-01-04,Noumea challenger,Sach T. (2),Bruce-Smith J.,1.07,7.71
2026-01-04,Noumea challenger,Watt J. (5),Sumizawa D.,1.21,4.02
2026-01-04,Noumea challenger,Bradshaw J. (11),Brown P.,1.17,4.73
2026-01-04,Noumea challenger,Vithoontien L. (6),Salaun-Ouillemon J.,1.02,13.17
2026-01-05,United Cup,Tsitsipas S.,Harris B.,1.21,4.4
2026-01-05,United Cup,Hurkacz H.,Zverev A.,4.55,1.2
2026-01-05,United Cup,Fritz T.,Munar J.,1.37,3.03
2026-01-05,United Cup,Mensik J.,Ruud C.,2.37,1.58
2026-01-05,Hong Kong ATP,Wu Y.,Marozsan F.,2.11,1.71
2026-01-05,Hong Kong ATP,Cilic M.,Mannarino A.,1.76,2.04
2026-01-05,Hong Kong ATP,Borges N. (8),Dzumhur D.,1.44,2.74
2026-01-05,Brisbane,Medvedev D. (1),Fucsovics M.,1.27,3.76
2026-01-05,Brisbane,Halys Q.,Popyrin A.,2.42,1.56
2026-01-05,Brisbane,Opelka R.,Sweeny D.,1.56,2.41
2026-01-05,Brisbane,Majchrzak K.,Altmaier D.,1.93,1.85
2026-01-05,Brisbane,Lehecka J. (3),Machac T.,1.5,2.6
2026-01-05,Brisbane,Michelsen A.,Duckworth J.,1.71,2.14
2026-01-05,Brisbane,Korda S.,Vacherot V.,1.5,2.58
2026-01-05,Bangalore challenger,Skatov T. (6),Oberleitner N.,1.44,2.65
2026-01-05,Bangalore challenger,Forejtek J.,Harris L. (4),3.79,1.24
2026-01-05,Bangalore challenger,Nagal S.,Dev S.,1.09,7.06
2026-01-05,Bangalore challenger,Mayot H. (2),Bar Biryukov P.,1.28,3.48
2026-01-05,Bangalore challenger,Martin D.,Orlov V.,1.97,1.77
2026-01-05,Bangalore challenger,Dhamne M.,Dodig M. (5),2.7,1.43
2026-01-05,Bangalore challenger,Martineau M.,Clarke J. (3),2.83,1.39
2026-01-05,Canberra 2 challenger,Jacquet K.,Nishioka Y. (3),1.97,1.76
2026-01-05,Canberra 2 challenger,Shimabukuro S.,Winter E.,1.46,2.58
2026-01-05,Canberra 2 challenger,McCabe J.,Lajal M.,2.21,1.61
2026-01-05,Canberra 2 challenger,Lajovic D. (8),Ofner S.,1.99,1.75
2026-01-05,Canberra 2 challenger,Blockx A. (6),Budkov Kjaer N.,1.41,2.73
2026-01-05,Canberra 2 challenger,Blanchet U.,Rocha H.,1.74,2.01
2026-01-05,Noumea challenger,Tabur C.,Seyboth Wild T.,1.6,2.23
2026-01-05,Noumea challenger,Droguet T. (3),Onclin G.,1.42,2.73
2026-01-05,Noumea challenger,Rodionov J. (5),Bernet H.,1.69,2.09
2026-01-05,Noumea challenger,Ellis B.,Herbert P. (4),2.75,1.41
2026-01-05,Noumea challenger,Bouzige M.,Peniston R.,3.88,1.23
2026-01-05,Noumea challenger,Added D.,Sinclair C.,1.12,5.66
2026-01-05,Noumea challenger,Draxl L. (2),Heide G.,1.79,1.95
2026-01-05,Nonthaburi challenger,Santillan A.,Trongcharoenchaikul W.,1.13,5.62
2026-01-05,Nonthaburi challenger,Gengel M.,Martin A. (7),2.94,1.37
2026-01-05,Nonthaburi challenger,Uchida K. (5),Denolly C.,1.2,4.17
2026-01-05,Nonthaburi challenger,Giustino L. (2),Dellavedova M.,1.22,3.99
2026-01-05,Nonthaburi challenger,Noguchi R. (3),Shin S.,1.35,3.03
2026-01-05,Nottingham 5 challenger,Broom C.,Wendelken H.,1.91,1.82
2026-01-05,Nottingham 5 challenger,Jubb P.,Soriano Barrera A.,1.43,2.69
2026-01-05,Nottingham 5 challenger,Kukushkin M.,Malige M.,1.49,2.54
2026-01-05,Nottingham 5 challenger,Gray A. (6),Gombos N.,1.66,2.14
2026-01-05,Nottingham 5 challenger,Monday J. (1),Maxted L.,1.32,3.21
2026-01-05,Nottingham 5 challenger,Krumich M.,Kopp S.,2.03,1.72
2026-01-05,UTR Pro Tennis Series,Welch O.,Estephan J.,2.73,1.37
2026-01-05,UTR Pro Tennis Series,Tan J.,Roberts H.,2.22,1.55
2026-01-05,UTR Pro Tennis Series,Eldin R.,Kostov F.,1.24,3.52
2026-01-05,UTR Pro Tennis Series,Connaughton L.,Cripps L.,1.26,3.23
2026-01-05,UTR Pro Tennis Series,Perchicot M.,Tan J.,1.2,3.7
2026-01-05,UTR Pro Tennis Series 3,Johnston N.,Kotzen A.,1.14,4.4
2026-01-05,UTR Pro Tennis Series 3,Battle L.,Sachdev R.,1.1,5.25
2026-01-05,UTR Pro Tennis Series 3,Yang R.,Giese K.,2.39,1.48
2026-01-05,UTR Pro Tennis Series 3,Butera L.,Chen D.,3.18,1.28
2026-01-05,UTR Pro Tennis Series 3,Jansen W.,Kilmer L.,1.03,7.75
2026-01-05,UTR Pro Tennis Series 3,Komopisut P.,Magimay K.,2.5,1.43
2026-01-05,UTR Pro Tennis Series 3,Lee E.,Caldwell S.,2.78,1.35
2026-01-05,UTR Pro Tennis Series 3,Palta S.,Johnson C.,1.25,3.32
2026-01-05,UTR Pro Tennis Series 3,Chodur A.,Ji Z.,2.85,1.35
2026-01-05,UTR Pro Tennis Series 3,Wuelfing M.,Hasler C.,1.21,3.67
2026-01-05,UTR Pro Tennis Series 3,Hashimoto H.,Hakopian G.,1.08,5.85
2026-01-05,UTR Pro Tennis Series 3,Liborio P.,Gordon A.,1.16,4.55
2026-01-05,UTR Pro Tennis Series 3,Corwin F.,Balthazor N.,1.02,10.17
2026-01-05,UTR Pro Tennis Series 3,Gregg P.,Sharma A.,1.18,4.07
2026-01-05,UTR Pro Tennis Series 3,Nad P.,Cerasuolo G.,1.82,1.82
2026-01-05,UTR Pro Tennis Series 3,Chang J.,Ahmad C.,1.22,3.5
2026-01-05,UTR Pro Tennis Series 3,Vulpitta G.,Bharathy N.,1.05,6.83
2026-01-05,UTR Pro Tennis Series 3,Llorens L.,Becker N.,1.18,4.0
2026-01-05,UTR Pro Tennis Series 3,Chung J.,Iantosca N.,1.07,6.25
2026-01-05,UTR Pro Tennis Series 3,Garcia R.,Dossani M.,1.12,4.75
2026-01-05,UTR Pro Tennis Series 3,Shokry E.,Renfrow N.,1.55,2.22
2026-01-05,UTR Pro Tennis Series 3,Giamichelle S.,Hatton P.,1.33,2.9
2026-01-05,UTR Pro Tennis Series 3,Kalinin A.,Severance S.,1.15,4.23
2026-01-05,UTR Pro Tennis Series 5,Hignett L.,Mcintosh E.,1.33,2.85
2026-01-05,UTR Pro Tennis Series 5,Upton M.,Ryan Ziegann S.,4.0,1.18
2026-01-05,UTR Pro Tennis Series 5,Walters M.,Nolan W.,1.21,3.55
2026-01-05,UTR Pro Tennis Series 5,Martin A.,Jurajda A.,1.22,3.5
2026-01-05,UTR Pro Tennis Series 5,Garkavenko R.,Bajurko A.,1.83,1.83
2026-01-05,UTR Pro Tennis Series 5,Filar K.,Pospisil J.,1.02,7.5
2026-01-05,UTR Pro Tennis Series 5,Macaulay S.,Maute J.,4.23,1.15
2026-01-05,UTR Pro Tennis Series 5,Tutu M.,Rosenzweig N.,1.22,3.5
2026-01-05,UTR Pro Tennis Series 5,Lootsma N.,Shylov H.,1.55,2.2
2026-01-05,UTR Pro Tennis Series 5,Lumsden E.,Leeman D.,1.1,5.0
2026-01-05,UTR Pro Tennis Series 5,Beaven J.,Penman C.,1.4,2.55
2026-01-05,UTR Pro Tennis Series 5,Marosik N.,Rumler R.,1.22,3.5
2026-01-05,UTR Pro Tennis Series 5,Chodura S.,Malkin M.,1.82,1.82
2026-01-05,UTR Pro Tennis Series 9,Dolzhenkov D.,Horiuchi R.,2.5,1.44
