date,tournament,player1,player2,odd1,odd2
2025-03-12,Cap Cana challenger,Fognini F.,Schoolkate T.,2.74,1.41
2025-03-12,Phoenix challenger,Bublik A.,Vukic A. (5),1.74,1.98
2025-03-12,Phoenix challenger,Hijikata R.,Holt B.,2.19,1.62
2025-03-12,Phoenix challenger,Moutet C.,Basilashvili N.,1.89,1.86
2025-03-12,Phoenix challenger,Kukushkin M.,Uchiyama Y.,1.83,1.91
2025-03-12,Phoenix challenger,Opelka R.,Rinderknech A. (8),1.57,2.29
2025-03-12,Phoenix challenger,Gaston H.,Walton A.,2.4,1.53
2025-03-12,Phoenix challenger,Fonseca J.,Kotov P.,1.13,5.68
2025-03-12,Phoenix challenger,Spizzirri E.,Tu L.,1.86,1.88
2025-03-12,Phoenix challenger,Fearnley J.,Duckworth J.,1.3,3.34
2025-03-12,Santiago challenger,Galan D. (2),Sakamoto P.,1.22,3.94
2025-03-12,Santiago challenger,Olivieri G.,Dellien M. (7),2.95,1.37
2025-03-12,Santiago challenger,Pucinelli De Almeida M.,Olivo R.,1.44,2.67
2025-03-12,Santiago challenger,Barrios Vera M. (3),Dedura-Palomero D.,1.23,3.92
2025-03-12,Cherbourg challenger,Zahraj P.,Malige M.,1.64,2.15
2025-03-12,Cherbourg challenger,Bouquier A.,Gueymard Wayenburg S.,1.43,2.71
2025-03-12,Cherbourg challenger,Ruusuvuori E.,Onclin G. (7),1.53,2.39
2025-03-12,Cherbourg challenger,Vandermeersch C.,Kachmazov A. (2),5.02,1.15
2025-03-12,Cherbourg challenger,Rodionov J. (6),Paul J.,1.43,2.67
2025-03-12,Cherbourg challenger,Shimizu Y. (4),Janvier M.,1.7,2.07
2025-03-12,Hersonissos 2 challenger,Novak D.,Wu T. (4),1.71,2.06
2025-03-12,Hersonissos 2 challenger,Kirkin E.,Gengel M. (5),2.39,1.53
2025-03-12,Hersonissos 2 challenger,Negritu C.,Sakellaridis S.,1.72,2.04
2025-03-12,Hersonissos 2 challenger,Cina F.,Sultanov K. (3),2.0,1.74
2025-03-12,Futures 2025,Kouame M.,Namigandet Tenguere L.,1.34,3.02
2025-03-12,Futures 2025,Stewart H.,Borg L.,1.24,3.73
2025-03-12,Futures 2025,Sanchez Quilez A.,Dougaz A.,3.94,1.21
2025-03-12,Futures 2025,Vylegzhanin N.,Colson T.,2.25,1.57
2025-03-12,Futures 2025,Otegui J.,Gimenez I.,1.62,2.16
2025-03-12,Futures 2025,De Loore J.,Vasa E.,1.1,6.55
2025-03-12,Futures 2025,Aguilar Cardozo J.,Escurra Isnardi H.,1.17,4.57
2025-03-12,Futures 2025,Cigarran T.,Nunez Vera A.,1.05,7.96
2025-03-12,Futures 2025,Lamasine T.,Bertimon M.,1.2,4.12
2025-03-12,Futures 2025,Klier Junior G.,Tenti F.,1.16,4.58
2025-03-12,Futures 2025,Martinez T.,Casanova H.,7.18,1.07
2025-03-12,Futures 2025,Perot R.,Bittoun Kouzmine C.,1.37,2.86
2025-03-12,Futures 2025,Rodriguez Taverna S.,Frutos Alonso A.,1.01,14.0
2025-03-12,Futures 2025,Estevez J.,Lehmann N.,1.08,6.74
2025-03-12,Futures 2025,Moeller M.,Jones B.,1.3,3.35
2025-03-12,Futures 2025,Glinka D.,Camus C.,1.06,7.53
2025-03-12,Futures 2025,Chung H.,Zheng Z.,1.02,11.25
2025-03-12,Futures 2025,Isomura K.,Han X.,1.05,8.7
2025-03-12,Futures 2025,Imamura M.,Sun Z.,1.01,11.2
2025-03-12,Futures 2025,Mo Y.,Chiu J.,1.24,3.68
2025-03-12,Futures 2025,Lu P.,Ianin N.,1.83,1.86
2025-03-12,Futures 2025,Takahashi Y.,Jiang F.,1.05,8.38
2025-03-12,Futures 2025,Zhang T.,Motta A.,1.07,7.3
2025-03-12,Futures 2025,Cui J.,Ichikawa T.,1.24,3.7
2025-03-12,Futures 2025,Agafonov E.,Tokuda R.,1.72,2.01
2025-03-12,Futures 2025,Noguchi R.,Visker N.,1.22,3.98
2025-03-12,Futures 2025,Santillan A.,Wang C.,1.17,4.49
2025-03-12,Futures 2025,Ehrenschneider N.,Xiao L.,1.35,2.97
2025-03-12,Futures 2025,Sik M.,Court J.,2.71,1.41
2025-03-12,Futures 2025,Uchida K.,Saitoh K.,1.51,2.38
2025-03-12,Futures 2025,Leong M.,Zhukov M.,1.85,1.84
2025-03-12,Futures 2025,Crawford O.,Trongcharoenchaikul W.,1.14,4.86
2025-03-12,Futures 2025,Bai Y.,Tang S.,1.07,7.24
2025-03-12,Futures 2025,Delaney J.,Joyce J.,1.16,4.6
2025-03-12,Futures 2025,Ellis B.,Host T.,1.05,7.97
2025-03-12,Futures 2025,Charlton J.,Dembo J.,1.09,6.43
2025-03-12,Futures 2025,Jasika O.,King O.,1.01,13.83
2025-03-12,Futures 2025,Delaney J.,Arcon A.,1.2,4.45
2025-03-12,Futures 2025,Klintcharov A.,McFadzean L.,1.08,6.75
2025-03-12,Futures 2025,Sim S.,O'Connell B.,2.66,1.42
2025-03-12,Futures 2025,Sweeny D.,Storch S.,1.08,6.83
2025-03-12,Futures 2025,Papac T.,Inui Y.,1.77,2.11
2025-03-12,Futures 2025,Markovina D.,Kawachi K.,1.57,2.44
2025-03-12,Futures 2025,Rai A.,Birrell C.,1.04,8.97
2025-03-12,Futures 2025,Bynoe E.,Ross J.,2.1,1.68
2025-03-12,Futures 2025,Linde Palacios S.,Salazar A.,1.14,4.97
2025-03-12,Futures 2025,Rybakov A.,Chopra K.,1.1,6.26
2025-03-12,Futures 2025,Van Orderlain D.,Baadi T.,4.26,1.18
2025-03-12,Futures 2025,Fishback R.,Jauregui Sainz De Rozas R.,1.08,6.88
2025-03-12,Futures 2025,Robertson C.,Benaim M.,1.05,8.68
2025-03-12,Futures 2025,Cooper S.,Rico Arias N.,1.86,1.82
2025-03-12,Futures 2025,Strode E.,Rubio Fierros A.,2.0,1.72
2025-03-12,Futures 2025,McCormick T.,Pinto L.,1.11,5.76
2025-03-12,Futures 2025,Falck R.,Muamba N.,2.21,1.59
2025-03-12,Futures 2025,Milavsky D.,Boros A.,1.14,5.04
2025-03-12,Futures 2025,Schachter N.,Vasser O.,1.11,5.6
2025-03-12,Futures 2025,Marrero Curbelo I.,Sonne T.,1.03,9.63
2025-03-12,Futures 2025,Tudorica A.,Bazilevskiy V.,1.08,6.79
2025-03-12,Futures 2025,Osorio J.,Castaneda M.,1.17,4.47
2025-03-12,Futures 2025,Paldanius O.,Lumsden E.,1.83,1.85
2025-03-12,Futures 2025,Homola P.,Tiukaev R.,1.6,2.22
2025-03-12,Futures 2025,Giunta M.,Schold T.,1.08,6.89
2025-03-12,Futures 2025,Mazza M.,Bulut E.,1.04,8.82
2025-03-12,Futures 2025,George B.,Roh H.,1.82,1.87
2025-03-12,Futures 2025,Bozemoj B.,Xilas I.,2.09,1.66
2025-03-12,Futures 2025,De Jonge D.,Hohmann R.,1.44,2.58
2025-03-12,Futures 2025,Moraing O.,Mazzola F.,1.43,2.64
2025-03-12,Futures 2025,Efstathiou M.,Ferrari F.,2.7,1.4
2025-03-12,Futures 2025,Alcala Gurri M.,Berkieta T.,1.06,7.7
2025-03-12,Futures 2025,Bronzetti A.,Mingaleev G.,1.04,9.08
2025-03-12,Futures 2025,Gadamauri B.,Deschamps T.,1.5,2.43
2025-03-12,Futures 2025,Schell N.,Ilin A.,1.02,11.38
2025-03-12,Futures 2025,Salle F.,Gatoto A.,1.19,4.32
2025-03-12,Futures 2025,Beraldo L.,Photiades P.,1.14,4.9
2025-03-12,Futures 2025,Blanch D.,Ferrari G.,2.24,1.57
2025-03-12,Futures 2025,Derepasko T.,Petkovic M.,3.6,1.25
2025-03-12,Futures 2025,Zielinski M.,Oetzbach A.,2.34,1.53
2025-03-12,Futures 2025,Arutiunian E.,Stanke C.,1.08,6.69
2025-03-12,Futures 2025,La Vela G.,Hartig R.,1.1,6.17
2025-03-12,Futures 2025,De Vincentis M.,Baldovinetti G.,1.05,8.4
2025-03-12,Futures 2025,Wallin O.,Balciunas M.,1.19,4.81
2025-03-12,Futures 2025,Polukhin S.,Salazar D.,1.14,5.0
2025-03-12,Futures 2025,Ribecai M.,Yilmaz K.,1.09,6.45
2025-03-12,Futures 2025,Ursu V.,Andre S.,1.14,5.25
2025-03-12,Futures 2025,Habib A.,Filip J.,1.66,2.09
2025-03-12,Futures 2025,Nijboer R.,Mashtakov M.,1.29,3.35
2025-03-12,Futures 2025,Andreescu S.,Faurel T.,2.27,1.56
2025-03-12,Futures 2025,Castagnola L.,Misasi G.,1.17,4.54
2025-03-12,Futures 2025,Rottoli L.,Basile P.,2.72,1.4
2025-03-12,Futures 2025,Forti F.,Tammaro M.,1.35,2.93
2025-03-12,Futures 2025,Chepelev A.,Manzanera Pertusa A.,1.53,2.35
2025-03-12,Futures 2025,Ortenzi G.,Srbljak G.,1.01,11.0
2025-03-12,Futures 2025,Kravchenko G.,Braynin A.,1.4,2.74
2025-03-12,Futures 2025,Perfetti N.,Wessels L.,2.25,1.57
2025-03-12,Futures 2025,Ghetu G.,Barreto Sanchez D.,2.5,1.45
2025-03-12,Futures 2025,Bosio G.,Avanoglu O.,1.04,8.9
2025-03-12,Futures 2025,Purtseladze S.,Volz M.,1.1,5.96
2025-03-12,Futures 2025,Fomin S.,Zanada E.,1.11,5.6
2025-03-12,Futures 2025,Djuric B.,Christodoulou S.,1.18,4.39
2025-03-12,Futures 2025,Ujvary M.,Hornung G.,1.35,3.0
2025-03-12,Futures 2025,Ouakaa A.,Cuenin S.,4.01,1.21
2025-03-12,Futures 2025,Tessa L.,Fantini L.,1.5,2.49
2025-03-12,Futures 2025,Cadenasso G.,Szajrych J.,1.19,4.24
2025-03-12,Futures 2025,Bassem Sobhy M.,Zakaryia F.,3.72,1.24
2025-03-12,Futures 2025,Nagel A.,Catini N.,1.84,1.84
2025-03-12,Futures 2025,Ibrahim K.,Norrman S.,1.19,4.29
2025-03-12,Futures 2025,Wenger D.,Nucera T.,1.02,10.43
2025-03-12,Futures 2025,Eqbal I.,Dev S.,4.55,1.16
2025-03-12,Futures 2025,Agostini S.,Pankin S.,2.96,1.35
2025-03-12,Futures 2025,Popovic S.,Ivanovski K.,1.4,2.7
2025-03-12,Futures 2025,Kupcic J.,Scomparin P.,1.17,4.45
2025-03-12,Futures 2025,Malesevic N.,Madarasz G.,2.09,1.66
2025-03-12,Futures 2025,Dodig M.,Perez Contri S.,1.39,2.79
2025-03-12,Futures 2025,Clarke J.,Banthia S.,1.05,8.38
2025-03-12,Futures 2025,Funk A.,Pieleanu R.,1.72,2.0
2025-03-12,Futures 2025,Vardhan V.,Malik A.,1.16,4.46
2025-03-12,Futures 2025,Donald M.,Sakellaridis D.,1.37,2.83
2025-03-12,Futures 2025,Forger A.,Potenza L.,4.29,1.19
2025-03-12,Futures 2025,Wehnelt K.,Krolo F.,1.14,5.01
2025-03-12,Futures 2025,Mrva M.,Jadoun N.,1.24,3.65
2025-03-12,Futures 2025,Shin W.,Hans K.,1.29,3.3
2025-03-12,Futures 2025,Chanta T.,Malaszszak M.,1.24,3.75
2025-03-12,Futures 2025,Bessonov D.,Buldorini P.,4.27,1.19
2025-03-12,Futures 2025,Oradini G.,Zhu M.,1.14,4.97
2025-03-12,Futures 2025,Strombachs R.,Corsaro G.,1.04,8.83
2025-03-12,Futures 2025,Elsayed A.,Maamoun K.,1.36,2.92
2025-03-12,Futures 2025,Noce G.,Timini A.,1.87,1.82
2025-03-12,Futures 2025,Vujic S.,Tyagi K.,2.03,1.7
2025-03-12,Futures 2025,Mehra R.,Nandal Y.,1.74,1.98
2025-03-12,Futures 2025,Sornlaksup P.,Navasirisomboon J.,1.24,4.82
2025-03-12,Futures 2025,Lee J.,Iutkin I.,1.08,6.78
2025-03-12,Futures 2025,Suksumrarn T.,Bobrov B.,1.29,3.4
2025-03-12,Futures 2025,Peliwo F.,Chaiyarin C.,1.16,4.54
2025-03-12,Futures 2025,Tabacco G.,Ferguson C.,1.53,2.37
2025-03-12,Futures 2025,Shanmugam A.,Bataljin L.,1.3,3.3
2025-03-12,Futures 2025,Sureshkumar M.,Suden S.,1.05,8.32
2025-03-12,Futures 2025,Tabata R.,Alhogbani S.,1.56,2.26
2025-03-12,Futures 2025,Masabayashi T.,Bogomolov A.,1.17,4.48
2025-03-12,Futures 2025,Lobanov A.,Lee D.,1.21,4.0
2025-03-12,Futures 2025,Kirci K.,Charoenphon Y.,1.4,2.7
2025-03-12,Futures 2025,Knaff A.,Hazawa S.,2.18,1.61
2025-03-12,Futures 2025,Yoshimura D.,Lai J.,1.05,8.5
2025-03-12,Futures 2025,Lee J.,Yamanaka T.,3.16,1.32
2025-03-12,Futures 2025,Kumasaka T.,Otsuka K.,1.04,8.98
2025-03-12,Futures 2025,Kawahashi Y.,Koyama H.,1.11,5.57
2025-03-12,Futures 2025,Bouzige M.,Taka Y.,1.17,4.41
2025-03-12,UTR Pro Tennis Series 3,Djakouris A.,Lee W.,1.06,7.5
2025-03-12,UTR Pro Tennis Series 3,Hurrion M.,Clark M.,1.11,5.5
2025-03-12,UTR Pro Tennis Series 3,Leather J.,Day J.,1.14,4.88
2025-03-12,UTR Pro Tennis Series 3,Alkotop M.,Loh B.,1.36,2.88
2025-03-12,UTR Pro Tennis Series 5,Pel S.,Stoica V.,1.18,4.11
2025-03-12,UTR Pro Tennis Series 5,Fajta P.,Pivnik O.,1.01,9.67
2025-03-12,UTR Pro Tennis Series 5,Beloborodko I.,McDonnell C.,1.22,3.72
2025-03-12,UTR Pro Tennis Series 5,Juhas K.,Sift B.,1.02,8.67
2025-03-12,UTR Pro Tennis Series 5,Liszka M.,Moser N.,2.43,1.47
2025-03-12,UTR Pro Tennis Series 5,Perez Martin I.,Szoke A.,1.11,5.58
2025-03-12,UTR Pro Tennis Series 5,Kincses K.,Bogo E.,1.82,1.82
2025-03-12,UTR Pro Tennis Series 6,Radu C.,Vanta V.,3.4,1.27
2025-03-12,UTR Pro Tennis Series 6,Fekete J.,Konov S.,1.45,2.47
2025-03-12,UTR Pro Tennis Series 6,Baum S.,Antonescu V.,1.16,4.32
2025-03-12,UTR Pro Tennis Series 6,Ridout F.,Carteputreda D.,2.28,1.54
2025-03-12,UTR Pro Tennis Series 6,Van Tilburg R.,Bien D.,1.06,7.0
2025-03-12,UTR Pro Tennis Series 6,Sakellaridis M.,Giusca T.,1.74,1.85
2025-03-12,Futures 2025,Urribarrens Ramirez I.,Sevilla I.,1.3,3.4
2025-03-12,Futures 2025,Sheyngezikht L.,Torcq B.,1.5,2.5
2025-03-12,Futures 2025,Garcia Paez L.,Toto N.,3.4,1.3
2025-03-12,Futures 2025,Plans J.,Chen C.,2.75,1.4
2025-03-12,Futures 2025,Gutierrez O.,Bobichon M.,3.75,1.25
2025-03-12,Futures 2025,Cervantes Tomas I.,Ahti V.,1.44,2.62
2025-03-12,Futures 2025,Lazaro Juncadella M.,Senn N.,1.28,3.5
2025-03-13,Indian Wells,Medvedev D. (5),Fils A. (20),1.35,3.24
2025-03-13,Indian Wells,Rune H. (12),Griekspoor T.,1.58,2.37
2025-03-13,Indian Wells,Alcaraz C. (2),Dimitrov G. (14),1.11,6.78
2025-03-13,Indian Wells,Draper J. (13),Fritz T. (3),1.79,2.03
2025-03-13,Cap Cana challenger,Mensik J. (5),Sakamoto R.,1.14,5.21
2025-03-13,Cap Cana challenger,Dzumhur D.,Bonzi B. (6),2.36,1.54
2025-03-13,Cap Cana challenger,Lestienne C.,Fognini F.,1.58,2.28
2025-03-13,Cap Cana challenger,Muller A. (1),McCabe J.,1.35,3.04
2025-03-13,Cap Cana challenger,Kovacevic A.,Wong C.,1.31,3.28
2025-03-13,Cap Cana challenger,Altmaier D.,Goffin D. (4),2.13,1.66
2025-03-13,Cap Cana challenger,Cid Subervi R.,Shimabukuro S.,3.13,1.34
2025-03-13,Cap Cana challenger,McCabe J.,Virtanen O.,2.46,1.51
2025-03-13,Cap Cana challenger,Lestienne C.,Norrie C. (8),3.82,1.24
2025-03-13,Phoenix challenger,Nishikori K.,Kukushkin M.,1.24,3.84
2025-03-13,Phoenix challenger,Bublik A.,Hijikata R.,1.51,2.45
2025-03-13,Phoenix challenger,Cobolli F. (2),Spizzirri E.,1.74,2.02
2025-03-13,Phoenix challenger,Gaston H.,Opelka R.,2.37,1.54
2025-03-13,Phoenix challenger,Borges N. (1),Fearnley J.,1.64,2.16
2025-03-13,Phoenix challenger,Moutet C.,Martinez P. (3),1.53,2.41
2025-03-13,Phoenix challenger,Smith C.,Safiullin R. (7),2.09,1.68
2025-03-13,Phoenix challenger,Nishikori K.,Nardi L. (6),1.52,2.42
2025-03-13,Santiago challenger,Buse I.,Feldbausch K.,1.75,2.0
2025-03-13,Santiago challenger,Reis Da Silva J.,Barrios Vera M. (3),3.47,1.28
2025-03-13,Santiago challenger,Nava E.,Bueno G.,1.47,2.56
2025-03-13,Santiago challenger,Collarini A. (8),Mochizuki Y.,1.23,3.9
2025-03-13,Santiago challenger,Monteiro T. (1),Midon L.,1.43,2.68
2025-03-13,Cherbourg challenger,Rodionov J. (6),Massard L.,1.21,4.14
2025-03-13,Cherbourg challenger,Herbert P. (1),Bouquier A.,2.04,1.72
2025-03-13,Cherbourg challenger,Martineau M.,de Schepper K.,1.26,3.64
2025-03-13,Cherbourg challenger,Fery A.,Vandermeersch C.,1.13,5.61
2025-03-13,Cherbourg challenger,Sels J.,Gobat A.,1.79,1.94
2025-03-13,Hersonissos 2 challenger,Karatsev A. (2),Soriano Barrera A.,1.33,3.1
2025-03-13,Hersonissos 2 challenger,Rodesch C. (6),Samrej K.,1.44,2.66
2025-03-13,Hersonissos 2 challenger,Skatov T. (1),Peniston R.,2.13,1.66
2025-03-13,Hersonissos 2 challenger,Kuzmanov D.,Fonio G.,1.82,1.91
2025-03-13,Futures 2025,Echargui M.,Boulais J.,2.94,1.36
2025-03-13,Futures 2025,De Loore J.,Bourgue M.,1.26,3.57
2025-03-13,Futures 2025,Sharipov M.,Kouame M.,1.33,3.07
2025-03-13,Futures 2025,Loffhagen G.,Valdoleiros G.,1.01,21.0
2025-03-13,Futures 2025,Broady L.,Izquierdo Luque R.,1.14,5.13
2025-03-13,Futures 2025,Lilov V.,Estevez J.,2.11,1.71
2025-03-13,Futures 2025,Lamasine T.,Raquillet L.,2.29,3.78
2025-03-13,Futures 2025,Dutra da Silva D.,De Almeida G.,1.76,2.05
2025-03-13,Futures 2025,Rodriguez Taverna S.,Aguilar Cardozo J.,1.77,2.81
2025-03-13,Futures 2025,Kicker N.,Fernandez B.,4.66,4.18
2025-03-13,Futures 2025,Araujo P.,Marques D.,2.9,2.85
2025-03-13,Futures 2025,Rocha F.,Bass F.,2.0,1.75
2025-03-13,Futures 2025,Bondioli F.,Domingos D.,2.32,8.05
2025-03-13,Futures 2025,Kodat T.,Gonzalez Fernandez M.,1.61,2.18
2025-03-13,Futures 2025,Serrano Luis T.,Graca J.,1.3,3.28
2025-03-13,Futures 2025,Story J.,Kaukovalta P.,1.16,4.63
2025-03-13,Futures 2025,Stewart H.,Marionneau L.,1.39,2.75
2025-03-13,Futures 2025,Vylegzhanin N.,Freire Da Silva A.,1.21,3.97
2025-03-13,Futures 2025,Radulov I.,Garcia Paez L.,1.05,8.57
2025-03-13,Futures 2025,Aboian V.,Klier Junior G.,1.61,2.19
2025-03-13,Futures 2025,Cigarran T.,Ribeiro E.,2.97,1.35
2025-03-13,Futures 2025,Corwin F.,Otegui J.,1.44,2.6
2025-03-13,Futures 2025,Monferrer E.,Martinez T.,1.72,2.0
2025-03-13,Futures 2025,Moeller M.,Deflandre L.,1.08,6.69
2025-03-13,Futures 2025,Raynel A.,Dalmasso G.,1.54,2.33
2025-03-13,Futures 2025,Ivashka I.,Nikles J.,1.55,2.3
2025-03-13,Futures 2025,Bonding O.,Cervantes Tomas I.,1.39,3.02
2025-03-13,Futures 2025,Taguchi R.,Barroso Campos A.,2.71,1.41
2025-03-13,Futures 2025,Kuhn N.,Fernandez Flores D.,1.29,3.34
2025-03-13,Futures 2025,Grant W.,Almazan Valiente I.,1.69,2.05
2025-03-13,Futures 2025,Perot R.,Glinka D.,3.41,1.28
2025-03-13,Futures 2025,Crawford O.,Lu P.,1.03,9.5
2025-03-13,Futures 2025,Cui J.,Takahashi Y.,1.42,2.72
2025-03-13,Futures 2025,Zhang T.,Imamura M.,2.51,1.49
2025-03-13,Futures 2025,Noguchi R.,Ehrenschneider N.,1.3,3.27
2025-03-13,Futures 2025,Santillan A.,Agafonov E.,1.58,2.22
2025-03-13,Futures 2025,Uchida K.,Leong M.,1.71,2.03
2025-03-13,Futures 2025,Chung H.,Isomura K.,1.28,3.36
2025-03-13,Futures 2025,Bai Y.,Mo Y.,1.14,5.03
2025-03-13,Futures 2025,Marinkov P.,Markovina D.,1.19,4.2
2025-03-13,Futures 2025,Langmo C.,Papac T.,1.04,8.55
2025-03-13,Futures 2025,Delaney J.,Sik M.,1.07,7.63
2025-03-13,Futures 2025,Jasika O.,Hulme M.,1.2,4.14
2025-03-13,Futures 2025,Ellis B.,Sim S.,1.08,6.94
2025-03-13,Futures 2025,Sweeny D.,Braithwaite T.,1.5,2.43
2025-03-13,Futures 2025,Klintcharov A.,Delaney J.,1.25,3.6
2025-03-13,Futures 2025,Charlton J.,Rai A.,2.19,1.6
2025-03-13,Futures 2025,Schinnerer K.,McCormick T.,4.52,1.17
2025-03-13,Futures 2025,Fellin P.,Osorio J.,1.31,3.21
2025-03-13,Futures 2025,Vales A.,Brymer G.,1.82,1.86
2025-03-13,Futures 2025,George B.,Schachter N.,2.54,1.46
2025-03-13,Futures 2025,Arseneault N.,Martin D.,1.66,2.09
2025-03-13,Futures 2025,Heredia S.,Fishback R.,4.71,1.15
2025-03-13,Futures 2025,Tudorica A.,Cooper S.,1.07,7.26
2025-03-13,Futures 2025,Clark E.,Bozemoj B.,1.62,2.36
2025-03-13,Futures 2025,Strode E.,Alvarado Berrospi A.,1.13,5.25
2025-03-13,Futures 2025,Lapadat J.,Bynoe E.,1.65,2.19
2025-03-13,Futures 2025,Flores J.,Faragcao A.,1.24,3.65
2025-03-13,Futures 2025,Strode I.,Linde Palacios S.,1.17,4.49
2025-03-13,Futures 2025,Nefve A.,Marrero Curbelo I.,2.35,1.71
2025-03-13,Futures 2025,Robertson C.,Van Orderlain D.,2.17,4.03
2025-03-13,Futures 2025,Rybakov A.,Falck R.,2.04,4.63
2025-03-13,Futures 2025,De Jonge D.,Milavsky D.,2.97,1.76
2025-03-13,Futures 2025,Poljicak M.,Bielinskyi V.,1.55,2.3
2025-03-13,Futures 2025,Forger A.,Donald M.,1.66,2.09
2025-03-13,Futures 2025,Andreescu S.,Fomin S.,3.36,1.36
2025-03-13,Futures 2025,Gulin S.,La Vela G.,1.01,11.0
2025-03-13,Futures 2025,Kellovsky D.,Sorger S.,2.08,1.67
2025-03-13,Futures 2025,Rottoli L.,Wallin O.,2.24,1.57
2025-03-13,Futures 2025,Fatic N.,Malesevic N.,1.07,7.1
2025-03-13,Futures 2025,Nagel A.,Ortenzi G.,1.67,2.1
2025-03-13,Futures 2025,Mrva M.,Tessa L.,1.52,2.39
2025-03-13,Futures 2025,Alcala Gurri M.,Derepasko T.,1.07,7.44
2025-03-13,Futures 2025,Marino P.,Wehnelt K.,2.07,1.66
2025-03-13,Futures 2025,Mazza M.,Polukhin S.,1.81,1.9
2025-03-13,Futures 2025,Blanch D.,Moraing O.,1.32,3.14
2025-03-13,Futures 2025,Purtseladze S.,Ibrahim K.,1.06,7.96
2025-03-13,Futures 2025,Beraldo L.,Perfetti N.,2.9,1.36
2025-03-13,Futures 2025,Paldanius O.,Bassem Sobhy M.,1.4,2.75
2025-03-13,Futures 2025,Wenger D.,De Vincentis M.,1.19,4.17
2025-03-13,Futures 2025,Arutiunian E.,Homola P.,1.08,6.82
2025-03-13,Futures 2025,Djuric B.,Efstathiou M.,1.21,4.1
2025-03-13,Futures 2025,Ionel N.,Noce G.,1.12,5.48
2025-03-13,Futures 2025,Nijboer R.,Forti F.,1.28,3.79
2025-03-13,Futures 2025,Ouakaa A.,Funk A.,1.81,1.91
2025-03-13,Futures 2025,Pieri S.,Dodig M.,4.52,1.17
2025-03-13,Futures 2025,Kupcic J.,Vrbensky M.,4.16,1.19
2025-03-13,Futures 2025,Ghetu G.,Bosio G.,1.84,1.84
2025-03-13,Futures 2025,Kopp S.,Meduri A.,1.05,7.96
2025-03-13,Futures 2025,Basic M.,Mikovic M.,1.06,7.71
2025-03-13,Futures 2025,Nedic A.,Popovic S.,1.74,1.98
2025-03-13,Futures 2025,Oradini G.,Bronzetti A.,1.34,3.04
2025-03-13,Futures 2025,Sperle J.,Chepelev A.,1.85,1.84
2025-03-13,Futures 2025,Paroulek T.,Gadamauri B.,1.49,2.49
2025-03-13,Futures 2025,Schell N.,Giunta M.,2.35,1.53
2025-03-13,Futures 2025,Castagnola L.,Salle F.,1.4,2.7
2025-03-13,Futures 2025,Elsayed A.,Habib A.,1.32,3.8
2025-03-13,Futures 2025,Strombachs R.,Bessonov D.,1.02,10.63
2025-03-13,Futures 2025,Ribecai M.,Pieczkowski O.,2.04,1.71
2025-03-13,Futures 2025,Kravchenko G.,Ursu V.,1.83,1.83
2025-03-13,Futures 2025,Sornlaksup P.,Suksumrarn T.,1.8,2.06
2025-03-13,Futures 2025,Clarke J.,Shanmugam A.,1.06,7.86
2025-03-13,Futures 2025,Cadenasso G.,Agostini S.,1.24,3.65
2025-03-13,Futures 2025,Masjuan Ginel P.,Zielinski M.,1.61,2.18
2025-03-13,Futures 2025,Kamath M.,Lomakin G.,1.01,11.0
2025-03-13,Futures 2025,Shin W.,Tashi V.,1.18,4.26
2025-03-13,Futures 2025,Lee J.,M Rifki F.,1.53,2.8
2025-03-13,Futures 2025,Bar Biryukov P.,Donnet E.,1.54,2.35
2025-03-13,Futures 2025,Eqbal I.,Vardhan V.,1.96,1.75
2025-03-13,Futures 2025,Sureshkumar M.,Rawat S.,2.01,1.73
2025-03-13,Futures 2025,Sinha N.,Javia D.,3.3,1.29
2025-03-13,Futures 2025,Singh K.,Mehra R.,1.6,2.2
2025-03-13,Futures 2025,Chanta T.,Imai S.,2.9,1.36
2025-03-13,Futures 2025,Sach T.,Yoshimura D.,1.09,6.21
2025-03-13,Futures 2025,Knaff A.,Lapalu V.,1.8,1.91
2025-03-13,Futures 2025,Masabayashi T.,Lobanov A.,2.6,1.44
2025-03-13,Futures 2025,Tabacco G.,Palan D.,1.57,2.25
2025-03-13,Futures 2025,Shiraishi H.,Okamura I.,1.08,6.83
2025-03-13,Futures 2025,Kawahashi Y.,Horie T.,1.28,3.32
2025-03-13,Futures 2025,Sumizawa D.,Horiuchi R.,1.2,4.13
2025-03-13,Futures 2025,Oh C.,Lee J.,1.3,3.26
2025-03-13,Futures 2025,Yamasaki J.,Covato M.,1.14,4.98
2025-03-13,Futures 2025,Matsuda K.,Van Weldam S.,1.08,6.83
2025-03-13,UTR Pro Tennis Series 3,Seric B.,Loh B.,1.64,2.05
2025-03-13,UTR Pro Tennis Series 3,Garmendia de la Iglesia M.,Fayerman D.,1.3,3.18
2025-03-13,UTR Pro Tennis Series 3,Castro V.,Overmyer K.,3.35,1.26
2025-03-13,UTR Pro Tennis Series 3,Martin D.,Jones A.,3.4,1.25
2025-03-13,UTR Pro Tennis Series 3,Hoeyeraal H.,Martirosian D.,1.34,2.9
2025-03-13,UTR Pro Tennis Series 5,Kincses K.,Talajka T.,1.56,2.22
2025-03-13,UTR Pro Tennis Series 5,Beloborodko I.,Biro A.,1.02,8.67
2025-03-13,UTR Pro Tennis Series 5,Bogo E.,Liszka M.,1.56,2.22
