player2,round,player1,gender,file,tournament,date
Adam Walton,QF,Rinky Hijikata,M,20230811-M-Cary_CH-QF-Rinky_Hijikata-Adam_Walton.html,Cary CH,2023-08-11
Tim Smyczek,SF,Quentin Halys,M,20151003-M-Tiburon_CH-SF-Quentin_Halys-Tim_Smyczek.html,Tiburon CH,2015-10-03
Janko Tipsarevic,F,Quentin Halys,M,20170430-M-Anning_CH-F-Quentin_Halys-Janko_Tipsarevic.html,Anning CH,2017-04-30
Quentin Halys,F,Max Hans Rehberg,M,20221016-M-Ismaning_CH-F-Max_Hans_Rehberg-Quentin_Halys.html,Ismaning CH,2022-10-16
Mikael Ymer,R32,Quentin Halys,M,20221018-M-Stockholm-R32-Quentin_Halys-Mikael_Ymer.html,Stockholm,2022-10-18
Genaro Alberto Olivieri,R128,Giovanni Mpetshi Perricard,M,20230530-M-Roland_Garros-R128-Giovanni_Mpetshi_Perricard-Genaro_Alberto_Olivieri.html,Roland Garros,2023-05-30
David Goffin,R128,Giovanni Mpetshi Perricard,M,20240528-M-Roland_Garros-R128-Giovanni_Mpetshi_Perricard-David_Goffin.html,Roland Garros,2024-05-28
Billy Harris,R16,Giovanni Mpetshi Perricard,M,20240620-M-Queens_Club-R16-Giovanni_Mpetshi_Perricard-Billy_Harris.html,Queens Club,2024-06-20
Yoshihito Nishioka,R64,Giovanni Mpetshi Perricard,M,20240704-M-Wimbledon-R64-Giovanni_Mpetshi_Perricard-Yoshihito_Nishioka.html,Wimbledon,2024-07-04
Emil Ruusuvuori,R32,Giovanni Mpetshi Perricard,M,20240731-M-Washington-R32-Giovanni_Mpetshi_Perricard-Emil_Ruusuvuori.html,Washington,2024-07-31
Zhizhen Zhang,R64,Giovanni Mpetshi Perricard,M,20240813-M-Cincinnati-R64-Giovanni_Mpetshi_Perricard-Zhizhen_Zhang.html,Cincinnati,2024-08-13
Stan Wawrinka,R128,Giovanni Mpetshi Perricard,M,20241003-M-Shanghai_Masters-R128-Giovanni_Mpetshi_Perricard-Stan_Wawrinka.html,Shanghai Masters,2024-10-03
Nick Kyrgios,R32,Giovanni Mpetshi Perricard,M,20241231-M-Brisbane-R32-Giovanni_Mpetshi_Perricard-Nick_Kyrgios.html,Brisbane,2024-12-31
Gael Monfils,R128,Giovanni Mpetshi Perricard,M,20250114-M-Australian_Open-R128-Giovanni_Mpetshi_Perricard-Gael_Monfils.html,Australian Open,2025-01-14
Zhizhen Zhang,R32,Giovanni Mpetshi Perricard,M,20250224-M-Dubai-R32-Giovanni_Mpetshi_Perricard-Zhizhen_Zhang.html,Dubai,2025-02-24
Felipe Meligeni Alves,Q3,Jaime Faria,M,20240524-M-Roland_Garros-Q3-Jaime_Faria-Felipe_Meligeni_Alves.html,Roland Garros,2024-05-24
Jaime Faria,Q3,Mark Lajal,M,20250116-M-Australian_Open-Q3-Mark_Lajal-Jaime_Faria.html,Australian Open,2025-01-16
Jaime Faria,R16,Felipe Meligeni Alves,M,20260326-M-Sao_Paulo_CH-R16-Felipe_Meligeni_Alves-Jaime_Faria.html,Sao Paulo CH,2026-03-26
Jaime Faria,R128,Hubert Hurkacz,M,20260422-M-Madrid_Masters-R128-Hubert_Hurkacz-Jaime_Faria.html,Madrid Masters,2026-04-22
Eliot Spizzirri,SF,Nishesh Basavareddy,M,20241116-M-Champaign_CH-SF-Nishesh_Basavareddy-Eliot_Spizzirri.html,Champaign CH,2024-11-16
Hubert Hurkacz,SF,Matthew Ebden,M,20171118-M-Toyota-SF-Matthew_Ebden-Hubert_Hurkacz.html,Toyota,2017-11-18
Ilya Ivashka,R64,Hubert Hurkacz,M,20180730-M-Washington-R64-Hubert_Hurkacz-Ilya_Ivashka.html,Washington,2018-07-30
Hyeon Chung,R64,Hubert Hurkacz,M,20181009-M-Shanghai_Masters-R64-Hubert_Hurkacz-Hyeon_Chung.html,Shanghai Masters,2018-10-09
Hubert Hurkacz,F,Ilya Ivashka,M,20190112-M-Canberra_CH-F-Ilya_Ivashka-Hubert_Hurkacz.html,Canberra CH,2019-01-12
Ernests Gulbis,R32,Hubert Hurkacz,M,20190205-M-Montpellier-R32-Hubert_Hurkacz-Ernests_Gulbis.html,Montpellier,2019-02-05
Filip Krajinovic,R32,Hubert Hurkacz,M,20190218-M-Marseille-R32-Hubert_Hurkacz-Filip_Krajinovic.html,Marseille,2019-02-18
Kei Nishikori,R16,Hubert Hurkacz,M,20190227-M-Dubai-R16-Hubert_Hurkacz-Kei_Nishikori.html,Dubai,2019-02-27
Donald Young,R128,Hubert Hurkacz,M,20190308-M-Indian_Wells_Masters-R128-Hubert_Hurkacz-Donald_Young.html,Indian Wells Masters,2019-03-08
Hubert Hurkacz,R64,Lucas Pouille,M,20190310-M-Indian_Wells_Masters-R64-Lucas_Pouille-Hubert_Hurkacz.html,Indian Wells Masters,2019-03-10
Roger Federer,QF,Hubert Hurkacz,M,20190315-M-Indian_Wells_Masters-QF-Hubert_Hurkacz-Roger_Federer.html,Indian Wells Masters,2019-03-15
Dominic Thiem,R64,Hubert Hurkacz,M,20190322-M-Miami_Masters-R64-Hubert_Hurkacz-Dominic_Thiem.html,Miami Masters,2019-03-22
Borna Coric,R64,Hubert Hurkacz,M,20190414-M-Monte_Carlo_Masters-R64-Hubert_Hurkacz-Borna_Coric.html,Monte Carlo Masters,2019-04-14
Hubert Hurkacz,R32,Attila Balazs,M,20190423-M-Budapest-R32-Attila_Balazs-Hubert_Hurkacz.html,Budapest,2019-04-23
Lucas Pouille,R32,Hubert Hurkacz,M,20190508-M-Madrid_Masters-R32-Hubert_Hurkacz-Lucas_Pouille.html,Madrid Masters,2019-05-08
Joao Sousa,R32,Hubert Hurkacz,M,20190617-M-Halle-R32-Hubert_Hurkacz-Joao_Sousa.html,Halle,2019-06-17
Donald Young,R64,Hubert Hurkacz,M,20190729-M-Washington-R64-Hubert_Hurkacz-Donald_Young.html,Washington,2019-07-29
John Isner,R32,Hubert Hurkacz,M,20190731-M-Washington-R32-Hubert_Hurkacz-John_Isner.html,Washington,2019-07-31
Hubert Hurkacz,R16,Gael Monfils,M,20190808-M-Canada_Masters-R16-Gael_Monfils-Hubert_Hurkacz.html,Canada Masters,2019-08-08
Hubert Hurkacz,R64,Roberto Bautista Agut,M,20190813-M-Cincinnati_Masters-R64-Roberto_Bautista_Agut-Hubert_Hurkacz.html,Cincinnati Masters,2019-08-13
Benoit Paire,F,Hubert Hurkacz,M,20190824-M-Winston_Salem-F-Hubert_Hurkacz-Benoit_Paire.html,Winston Salem,2019-08-24
Hubert Hurkacz,R32,Lucas Pouille,M,20190930-M-Tokyo-R32-Lucas_Pouille-Hubert_Hurkacz.html,Tokyo,2019-09-30
Hubert Hurkacz,R32,Gael Monfils,M,20191008-M-Shanghai_Masters-R32-Gael_Monfils-Hubert_Hurkacz.html,Shanghai Masters,2019-10-08
Diego Schwartzman,RR,Hubert Hurkacz,M,20200104-M-ATP_Cup-RR-Hubert_Hurkacz-Diego_Schwartzman.html,ATP Cup,2020-01-04
Borna Coric,RR,Hubert Hurkacz,M,20200106-M-ATP_Cup-RR-Hubert_Hurkacz-Borna_Coric.html,ATP Cup,2020-01-06
Dominic Thiem,RR,Hubert Hurkacz,M,20200108-M-ATP_Cup-RR-Hubert_Hurkacz-Dominic_Thiem.html,ATP Cup,2020-01-08
Feliciano Lopez,QF,Hubert Hurkacz,M,20200116-M-Auckland-QF-Hubert_Hurkacz-Feliciano_Lopez.html,Auckland,2020-01-16
Benoit Paire,SF,Hubert Hurkacz,M,20200117-M-Auckland-SF-Hubert_Hurkacz-Benoit_Paire.html,Auckland,2020-01-17
Hubert Hurkacz,R128,Tennys Sandgren,M,20200928-M-Roland_Garros-R128-Tennys_Sandgren-Hubert_Hurkacz.html,Roland Garros,2020-09-28
Mischa Zverev,R16,Hubert Hurkacz,M,20201014-M-Cologne-R16-Hubert_Hurkacz-Mischa_Zverev.html,Cologne,2020-10-14
Roberto Bautista Agut,QF,Hubert Hurkacz,M,20201016-M-Cologne-QF-Hubert_Hurkacz-Roberto_Bautista_Agut.html,Cologne,2020-10-16
Attila Balazs,R32,Hubert Hurkacz,M,20201027-M-Vienna-R32-Hubert_Hurkacz-Attila_Balazs.html,Vienna,2020-10-27
Hubert Hurkacz,R16,Daniel Elahi Galan,M,20210110-M-Delray_Beach-R16-Daniel_Elahi_Galan-Hubert_Hurkacz.html,Delray Beach,2021-01-10
Roberto Quiroz,QF,Hubert Hurkacz,M,20210111-M-Delray_Beach-QF-Hubert_Hurkacz-Roberto_Quiroz.html,Delray Beach,2021-01-11
Christian Harrison,SF,Hubert Hurkacz,M,20210112-M-Delray_Beach-SF-Hubert_Hurkacz-Christian_Harrison.html,Delray Beach,2021-01-12
Mikael Ymer,R128,Hubert Hurkacz,M,20210209-M-Australian_Open-R128-Hubert_Hurkacz-Mikael_Ymer.html,Australian Open,2021-02-09
Richard Gasquet,R32,Hubert Hurkacz,M,20210316-M-Dubai-R32-Hubert_Hurkacz-Richard_Gasquet.html,Dubai,2021-03-16
Denis Kudla,R64,Hubert Hurkacz,M,20210327-M-Miami_Masters-R64-Hubert_Hurkacz-Denis_Kudla.html,Miami Masters,2021-03-27
Milos Raonic,R16,Hubert Hurkacz,M,20210330-M-Miami_Masters-R16-Hubert_Hurkacz-Milos_Raonic.html,Miami Masters,2021-03-30
Daniel Evans,R32,Hubert Hurkacz,M,20210414-M-Monte_Carlo_Masters-R32-Hubert_Hurkacz-Daniel_Evans.html,Monte Carlo Masters,2021-04-14
John Millman,R64,Hubert Hurkacz,M,20210504-M-Madrid_Masters-R64-Hubert_Hurkacz-John_Millman.html,Madrid Masters,2021-05-04
Dominic Stricker,R16,Hubert Hurkacz,M,20210610-M-Stuttgart-R16-Hubert_Hurkacz-Dominic_Stricker.html,Stuttgart,2021-06-10
Roger Federer,QF,Hubert Hurkacz,M,20210701-M-Wimbledon-QF-Hubert_Hurkacz-Roger_Federer.html,Wimbledon,2021-07-01
Nikoloz Basilashvili,R16,Hubert Hurkacz,M,20210812-M-Canada_Masters-R16-Hubert_Hurkacz-Nikoloz_Basilashvili.html,Canada Masters,2021-08-12
Hubert Hurkacz,R32,Andy Murray,M,20210818-M-Cincinnati_Masters-R32-Andy_Murray-Hubert_Hurkacz.html,Cincinnati Masters,2021-08-18
Lucas Pouille,R16,Hubert Hurkacz,M,20210923-M-Metz-R16-Hubert_Hurkacz-Lucas_Pouille.html,Metz,2021-09-23
Hubert Hurkacz,QF,Andy Murray,M,20210924-M-Metz-QF-Andy_Murray-Hubert_Hurkacz.html,Metz,2021-09-24
Peter Gojowczyk,SF,Hubert Hurkacz,M,20210925-M-Metz-SF-Hubert_Hurkacz-Peter_Gojowczyk.html,Metz,2021-09-25
Hubert Hurkacz,R32,Alex Bolt,M,20210929-M-San_Diego-R32-Alex_Bolt-Hubert_Hurkacz.html,San Diego,2021-09-29
Aslan Karatsev,R16,Hubert Hurkacz,M,20211013-M-Indian_Wells_Masters-R16-Hubert_Hurkacz-Aslan_Karatsev.html,Indian Wells Masters,2021-10-13
Grigor Dimitrov,QF,Hubert Hurkacz,M,20211014-M-Indian_Wells_Masters-QF-Hubert_Hurkacz-Grigor_Dimitrov.html,Indian Wells Masters,2021-10-14
Andy Murray,R32,Hubert Hurkacz,M,20211025-M-Vienna-R32-Hubert_Hurkacz-Andy_Murray.html,Vienna,2021-10-25
Dominik Koepfer,R16,Hubert Hurkacz,M,20211104-M-Paris_Masters-R16-Hubert_Hurkacz-Dominik_Koepfer.html,Paris Masters,2021-11-04
Hubert Hurkacz,RR,Aristotelis Thanos,M,20220101-M-ATP_Cup-RR-Aristotelis_Thanos-Hubert_Hurkacz.html,ATP Cup,2022-01-01
Aleksandre Metreveli,RR,Hubert Hurkacz,M,20220103-M-ATP_Cup-RR-Hubert_Hurkacz-Aleksandre_Metreveli.html,ATP Cup,2022-01-03
Diego Schwartzman,RR,Hubert Hurkacz,M,20220105-M-ATP_Cup-RR-Hubert_Hurkacz-Diego_Schwartzman.html,ATP Cup,2022-01-05
Roberto Bautista Agut,SF,Hubert Hurkacz,M,20220107-M-ATP_Cup-SF-Hubert_Hurkacz-Roberto_Bautista_Agut.html,ATP Cup,2022-01-07
Egor Gerasimov,R128,Hubert Hurkacz,M,20220117-M-Australian_Open-R128-Hubert_Hurkacz-Egor_Gerasimov.html,Australian Open,2022-01-17
Jo Wilfried Tsonga,R32,Hubert Hurkacz,M,20220207-M-Rotterdam-R32-Hubert_Hurkacz-Jo_Wilfried_Tsonga.html,Rotterdam,2022-02-07
Hubert Hurkacz,R16,Alex Molcan,M,20220223-M-Dubai-R16-Alex_Molcan-Hubert_Hurkacz.html,Dubai,2022-02-23
Oscar Otte,R64,Hubert Hurkacz,M,20220313-M-Indian_Wells_Masters-R64-Hubert_Hurkacz-Oscar_Otte.html,Indian Wells Masters,2022-03-13
Hubert Hurkacz,R32,Steve Johnson,M,20220315-M-Indian_Wells_Masters-R32-Steve_Johnson-Hubert_Hurkacz.html,Indian Wells Masters,2022-03-15
Aslan Karatsev,R32,Hubert Hurkacz,M,20220328-M-Miami_Masters-R32-Hubert_Hurkacz-Aslan_Karatsev.html,Miami Masters,2022-03-28
Lloyd Harris,R16,Hubert Hurkacz,M,20220329-M-Miami_Masters-R16-Hubert_Hurkacz-Lloyd_Harris.html,Miami Masters,2022-03-29
Hubert Hurkacz,R64,Hugo Dellien,M,20220411-M-Monte_Carlo_Masters-R64-Hugo_Dellien-Hubert_Hurkacz.html,Monte Carlo Masters,2022-04-11
Pedro Martinez,R32,Hubert Hurkacz,M,20220413-M-Monte_Carlo_Masters-R32-Hubert_Hurkacz-Pedro_Martinez.html,Monte Carlo Masters,2022-04-13
Albert Ramos,R16,Hubert Hurkacz,M,20220414-M-Monte_Carlo_Masters-R16-Hubert_Hurkacz-Albert_Ramos.html,Monte Carlo Masters,2022-04-14
Grigor Dimitrov,QF,Hubert Hurkacz,M,20220415-M-Monte_Carlo_Masters-QF-Hubert_Hurkacz-Grigor_Dimitrov.html,Monte Carlo Masters,2022-04-15
Hugo Dellien,R64,Hubert Hurkacz,M,20220503-M-Madrid_Masters-R64-Hubert_Hurkacz-Hugo_Dellien.html,Madrid Masters,2022-05-03
Dusan Lajovic,R16,Hubert Hurkacz,M,20220505-M-Madrid_Masters-R16-Hubert_Hurkacz-Dusan_Lajovic.html,Madrid Masters,2022-05-05
David Goffin,R64,Hubert Hurkacz,M,20220510-M-Rome_Masters-R64-Hubert_Hurkacz-David_Goffin.html,Rome Masters,2022-05-10
Hubert Hurkacz,R128,Giulio Zeppieri,M,20220524-M-Roland_Garros-R128-Giulio_Zeppieri-Hubert_Hurkacz.html,Roland Garros,2022-05-24
Marco Cecchinato,R64,Hubert Hurkacz,M,20220526-M-Roland_Garros-R64-Hubert_Hurkacz-Marco_Cecchinato.html,Roland Garros,2022-05-26
David Goffin,R32,Hubert Hurkacz,M,20220528-M-Roland_Garros-R32-Hubert_Hurkacz-David_Goffin.html,Roland Garros,2022-05-28
Hubert Hurkacz,R32,Maxime Cressy,M,20220614-M-Halle-R32-Maxime_Cressy-Hubert_Hurkacz.html,Halle,2022-06-14
Nick Kyrgios,SF,Hubert Hurkacz,M,20220618-M-Halle-SF-Hubert_Hurkacz-Nick_Kyrgios.html,Halle,2022-06-18
Emil Ruusuvuori,R32,Hubert Hurkacz,M,20220803-M-Washington-R32-Hubert_Hurkacz-Emil_Ruusuvuori.html,Washington,2022-08-03
Emil Ruusuvuori,R32,Hubert Hurkacz,M,20220809-M-Canada_Masters-R32-Hubert_Hurkacz-Emil_Ruusuvuori.html,Canada Masters,2022-08-09
Albert Ramos,R16,Hubert Hurkacz,M,20220811-M-Canada_Masters-R16-Hubert_Hurkacz-Albert_Ramos.html,Canada Masters,2022-08-11
Nick Kyrgios,QF,Hubert Hurkacz,M,20220812-M-Canada_Masters-QF-Hubert_Hurkacz-Nick_Kyrgios.html,Canada Masters,2022-08-12
Hubert Hurkacz,R32,John Isner,M,20220817-M-Cincinnati_Masters-R32-John_Isner-Hubert_Hurkacz.html,Cincinnati Masters,2022-08-17
Hubert Hurkacz,R128,Oscar Otte,M,20220830-M-US_Open-R128-Oscar_Otte-Hubert_Hurkacz.html,US Open,2022-08-30
Ilya Ivashka,R64,Hubert Hurkacz,M,20220901-M-US_Open-R64-Hubert_Hurkacz-Ilya_Ivashka.html,US Open,2022-09-01
Dominic Thiem,R16,Hubert Hurkacz,M,20220922-M-Metz-R16-Hubert_Hurkacz-Dominic_Thiem.html,Metz,2022-09-22
Jack Draper,R16,Hubert Hurkacz,M,20221019-M-Antwerp-R16-Hubert_Hurkacz-Jack_Draper.html,Antwerp,2022-10-19
Dominic Thiem,QF,Hubert Hurkacz,M,20221021-M-Antwerp-QF-Hubert_Hurkacz-Dominic_Thiem.html,Antwerp,2022-10-21
Emil Ruusuvuori,R16,Hubert Hurkacz,M,20221027-M-Vienna-R16-Hubert_Hurkacz-Emil_Ruusuvuori.html,Vienna,2022-10-27
Borna Coric,QF,Hubert Hurkacz,M,20221028-M-Vienna-QF-Hubert_Hurkacz-Borna_Coric.html,Vienna,2022-10-28
Stan Wawrinka,RR,Hubert Hurkacz,M,20230103-M-United_Cup-RR-Hubert_Hurkacz-Stan_Wawrinka.html,United Cup,2023-01-03
Pedro Martinez,R128,Hubert Hurkacz,M,20230116-M-Australian_Open-R128-Hubert_Hurkacz-Pedro_Martinez.html,Australian Open,2023-01-16
Roberto Bautista Agut,R32,Hubert Hurkacz,M,20230214-M-Rotterdam-R32-Hubert_Hurkacz-Roberto_Bautista_Agut.html,Rotterdam,2023-02-14
Grigor Dimitrov,R16,Hubert Hurkacz,M,20230215-M-Rotterdam-R16-Hubert_Hurkacz-Grigor_Dimitrov.html,Rotterdam,2023-02-15
Leandro Riedi,R16,Hubert Hurkacz,M,20230223-M-Marseille-R16-Hubert_Hurkacz-Leandro_Riedi.html,Marseille,2023-02-23
Mikael Ymer,QF,Hubert Hurkacz,M,20230225-M-Marseille-QF-Hubert_Hurkacz-Mikael_Ymer.html,Marseille,2023-02-25
Benjamin Bonzi,F,Hubert Hurkacz,M,20230226-M-Marseille-F-Hubert_Hurkacz-Benjamin_Bonzi.html,Marseille,2023-02-26
Hubert Hurkacz,R32,Alexander Shevchenko,M,20230228-M-Dubai-R32-Alexander_Shevchenko-Hubert_Hurkacz.html,Dubai,2023-02-28
Pavel Kotov,R16,Hubert Hurkacz,M,20230301-M-Dubai-R16-Hubert_Hurkacz-Pavel_Kotov.html,Dubai,2023-03-01
Thanasi Kokkinakis,R64,Hubert Hurkacz,M,20230325-M-Miami_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis.html,Miami Masters,2023-03-25
Hubert Hurkacz,R16,Bernabe Zapata Miralles,M,20230406-M-Estoril-R16-Bernabe_Zapata_Miralles-Hubert_Hurkacz.html,Estoril,2023-04-06
Hubert Hurkacz,R64,Laslo Djere,M,20230409-M-Monte_Carlo_Masters-R64-Laslo_Djere-Hubert_Hurkacz.html,Monte Carlo Masters,2023-04-09
Jack Draper,R32,Hubert Hurkacz,M,20230411-M-Monte_Carlo_Masters-R32-Hubert_Hurkacz-Jack_Draper.html,Monte Carlo Masters,2023-04-11
Richard Gasquet,R64,Hubert Hurkacz,M,20230428-M-Madrid_Masters-R64-Hubert_Hurkacz-Richard_Gasquet.html,Madrid Masters,2023-04-28
Borna Coric,R32,Hubert Hurkacz,M,20230430-M-Madrid_Masters-R32-Hubert_Hurkacz-Borna_Coric.html,Madrid Masters,2023-04-30
Hubert Hurkacz,R64,J J Wolf,M,20230513-M-Rome_Masters-R64-J_J_Wolf-Hubert_Hurkacz.html,Rome Masters,2023-05-13
David Goffin,R128,Hubert Hurkacz,M,20230528-M-Roland_Garros-R128-Hubert_Hurkacz-David_Goffin.html,Roland Garros,2023-05-28
Juan Pablo Varillas,R32,Hubert Hurkacz,M,20230602-M-Roland_Garros-R32-Hubert_Hurkacz-Juan_Pablo_Varillas.html,Roland Garros,2023-06-02
Yosuke Watanuki,R16,Hubert Hurkacz,M,20230614-M-Stuttgart-R16-Hubert_Hurkacz-Yosuke_Watanuki.html,Stuttgart,2023-06-14
Christopher Oconnell,QF,Hubert Hurkacz,M,20230616-M-Stuttgart-QF-Hubert_Hurkacz-Christopher_Oconnell.html,Stuttgart,2023-06-16
Hubert Hurkacz,R32,Christopher Eubanks,M,20230620-M-Halle-R32-Christopher_Eubanks-Hubert_Hurkacz.html,Halle,2023-06-20
Albert Ramos,R128,Hubert Hurkacz,M,20230703-M-Wimbledon-R128-Hubert_Hurkacz-Albert_Ramos.html,Wimbledon,2023-07-03
Hubert Hurkacz,R64,Jan Choinski,M,20230706-M-Wimbledon-R64-Jan_Choinski-Hubert_Hurkacz.html,Wimbledon,2023-07-06
Michael Mmoh,R32,Hubert Hurkacz,M,20230801-M-Washington-R32-Hubert_Hurkacz-Michael_Mmoh.html,Washington,2023-08-01
Thanasi Kokkinakis,R64,Hubert Hurkacz,M,20230815-M-Cincinnati_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis.html,Cincinnati Masters,2023-08-15
Borna Coric,R32,Hubert Hurkacz,M,20230816-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Borna_Coric.html,Cincinnati Masters,2023-08-16
Marc Andrea Huesler,R128,Hubert Hurkacz,M,20230829-M-US_Open-R128-Hubert_Hurkacz-Marc_Andrea_Huesler.html,US Open,2023-08-29
Jack Draper,R64,Hubert Hurkacz,M,20230831-M-US_Open-R64-Hubert_Hurkacz-Jack_Draper.html,US Open,2023-08-31
Thanasi Kokkinakis,R64,Hubert Hurkacz,M,20231006-M-Shanghai_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis.html,Shanghai Masters,2023-10-06
Hubert Hurkacz,R32,Yu Hsiou Hsu,M,20231008-M-Shanghai_Masters-R32-Yu_Hsiou_Hsu-Hubert_Hurkacz.html,Shanghai Masters,2023-10-08
Zhizhen Zhang,R16,Hubert Hurkacz,M,20231010-M-Shanghai_Masters-R16-Hubert_Hurkacz-Zhizhen_Zhang.html,Shanghai Masters,2023-10-10
Zhizhen Zhang,R32,Hubert Hurkacz,M,20231018-M-Tokyo-R32-Hubert_Hurkacz-Zhizhen_Zhang.html,Tokyo,2023-10-18
Dusan Lajovic,R32,Hubert Hurkacz,M,20231024-M-Basel-R32-Hubert_Hurkacz-Dusan_Lajovic.html,Basel,2023-10-24
Roberto Bautista Agut,R32,Hubert Hurkacz,M,20231101-M-Paris_Masters-R32-Hubert_Hurkacz-Roberto_Bautista_Agut.html,Paris Masters,2023-11-01
Hubert Hurkacz,QF,Grigor Dimitrov,M,20231103-M-Paris_Masters-QF-Grigor_Dimitrov-Hubert_Hurkacz.html,Paris Masters,2023-11-03
Thiago Seyboth Wild,RR,Hubert Hurkacz,M,20231230-M-United_Cup-RR-Hubert_Hurkacz-Thiago_Seyboth_Wild.html,United Cup,2023-12-30
Zhizhen Zhang,QF,Hubert Hurkacz,M,20240104-M-United_Cup-QF-Hubert_Hurkacz-Zhizhen_Zhang.html,United Cup,2024-01-04
Omar Jasika,R128,Hubert Hurkacz,M,20240115-M-Australian_Open-R128-Hubert_Hurkacz-Omar_Jasika.html,Australian Open,2024-01-15
Alexander Shevchenko,R16,Hubert Hurkacz,M,20240208-M-Marseille-R16-Hubert_Hurkacz-Alexander_Shevchenko.html,Marseille,2024-02-08
Christopher Oconnell,R16,Hubert Hurkacz,M,20240228-M-Dubai-R16-Hubert_Hurkacz-Christopher_Oconnell.html,Dubai,2024-02-28
Hubert Hurkacz,R64,Gael Monfils,M,20240309-M-Indian_Wells_Masters-R64-Gael_Monfils-Hubert_Hurkacz.html,Indian Wells Masters,2024-03-09
Hubert Hurkacz,R64,Alexander Shevchenko,M,20240323-M-Miami_Masters-R64-Alexander_Shevchenko-Hubert_Hurkacz.html,Miami Masters,2024-03-23
Grigor Dimitrov,R16,Hubert Hurkacz,M,20240326-M-Miami_Masters-R16-Hubert_Hurkacz-Grigor_Dimitrov.html,Miami Masters,2024-03-26
Jan Choinski,R16,Hubert Hurkacz,M,20240404-M-Estoril-R16-Hubert_Hurkacz-Jan_Choinski.html,Estoril,2024-04-04
Pablo Llamas Ruiz,QF,Hubert Hurkacz,M,20240405-M-Estoril-QF-Hubert_Hurkacz-Pablo_Llamas_Ruiz.html,Estoril,2024-04-05
Cristian Garin,SF,Hubert Hurkacz,M,20240406-M-Estoril-SF-Hubert_Hurkacz-Cristian_Garin.html,Estoril,2024-04-06
Pedro Martinez,F,Hubert Hurkacz,M,20240407-M-Estoril-F-Hubert_Hurkacz-Pedro_Martinez.html,Estoril,2024-04-07
Jack Draper,R64,Hubert Hurkacz,M,20240409-M-Monte_Carlo_Masters-R64-Hubert_Hurkacz-Jack_Draper.html,Monte Carlo Masters,2024-04-09
Hubert Hurkacz,R32,Roberto Bautista Agut,M,20240410-M-Monte_Carlo_Masters-R32-Roberto_Bautista_Agut-Hubert_Hurkacz.html,Monte Carlo Masters,2024-04-10
Jack Draper,R64,Hubert Hurkacz,M,20240426-M-Madrid_Masters-R64-Hubert_Hurkacz-Jack_Draper.html,Madrid Masters,2024-04-26
Rafael Nadal,R64,Hubert Hurkacz,M,20240511-M-Rome_Masters-R64-Hubert_Hurkacz-Rafael_Nadal.html,Rome Masters,2024-05-11
Shintaro Mochizuki,R128,Hubert Hurkacz,M,20240526-M-Roland_Garros-R128-Hubert_Hurkacz-Shintaro_Mochizuki.html,Roland Garros,2024-05-26
Hubert Hurkacz,R16,Grigor Dimitrov,M,20240602-M-Roland_Garros-R16-Grigor_Dimitrov-Hubert_Hurkacz.html,Roland Garros,2024-06-02
Radu Albot,R128,Hubert Hurkacz,M,20240702-M-Wimbledon-R128-Hubert_Hurkacz-Radu_Albot.html,Wimbledon,2024-07-02
Thanasi Kokkinakis,R64,Hubert Hurkacz,M,20240810-M-Canada_Masters-R64-Hubert_Hurkacz-Thanasi_Kokkinakis.html,Canada Masters,2024-08-10
Yoshihito Nishioka,R32,Hubert Hurkacz,M,20240815-M-Cincinnati_Masters-R32-Hubert_Hurkacz-Yoshihito_Nishioka.html,Cincinnati Masters,2024-08-15
Timofey Skatov,R128,Hubert Hurkacz,M,20240827-M-US_Open-R128-Hubert_Hurkacz-Timofey_Skatov.html,US Open,2024-08-27
Jordan Thompson,R64,Hubert Hurkacz,M,20240829-M-US_Open-R64-Hubert_Hurkacz-Jordan_Thompson.html,US Open,2024-08-29
Jack Draper,R16,Hubert Hurkacz,M,20240927-M-Tokyo-R16-Hubert_Hurkacz-Jack_Draper.html,Tokyo,2024-09-27
Billy Harris,QF,Hubert Hurkacz,M,20250102-M-United_Cup-QF-Hubert_Hurkacz-Billy_Harris.html,United Cup,2025-01-02
Alexander Shevchenko,SF,Hubert Hurkacz,M,20250104-M-United_Cup-SF-Hubert_Hurkacz-Alexander_Shevchenko.html,United Cup,2025-01-04
Zhizhen Zhang,R16,Hubert Hurkacz,M,20250213-M-Marseille-R16-Hubert_Hurkacz-Zhizhen_Zhang.html,Marseille,2025-02-13
Hugo Gaston,R64,Hubert Hurkacz,M,20250308-M-Indian_Wells_Masters-R64-Hubert_Hurkacz-Hugo_Gaston.html,Indian Wells Masters,2025-03-08
Benjamin Bonzi,R64,Hubert Hurkacz,M,20250425-M-Madrid_Masters-R64-Hubert_Hurkacz-Benjamin_Bonzi.html,Madrid Masters,2025-04-25
Pedro Martinez,R64,Hubert Hurkacz,M,20250510-M-Rome_Masters-R64-Hubert_Hurkacz-Pedro_Martinez.html,Rome Masters,2025-05-10
Sebastian Ofner,SF,Hubert Hurkacz,M,20250523-M-Geneva-SF-Hubert_Hurkacz-Sebastian_Ofner.html,Geneva,2025-05-23
