player2,round,player1,gender,file,tournament,date
Irina Camelia Begu,R64,Aryna Sabalenka,W,20220325-W-Miami-R64-Aryna_Sabalenka-Irina_Camelia_Begu.html,Miami,2022-03-25
Alison Riske Amritraj,R32,Aryna Sabalenka,W,20220406-W-Charleston-R32-Aryna_Sabalenka-Alison_Riske_Amritraj.html,Charleston,2022-04-06
Amanda Anisimova,R16,Aryna Sabalenka,W,20220407-W-Charleston-R16-Aryna_Sabalenka-Amanda_Anisimova.html,Charleston,2022-04-07
Bianca Andreescu,R16,Aryna Sabalenka,W,20220421-W-Stuttgart-R16-Aryna_Sabalenka-Bianca_Andreescu.html,Stuttgart,2022-04-21
Aryna Sabalenka,QF,Anett Kontaveit,W,20220422-W-Stuttgart-QF-Anett_Kontaveit-Aryna_Sabalenka.html,Stuttgart,2022-04-22
Aryna Sabalenka,SF,Paula Badosa,W,20220423-W-Stuttgart-SF-Paula_Badosa-Aryna_Sabalenka.html,Stuttgart,2022-04-23
Aryna Sabalenka,F,Iga Swiatek,W,20220424-W-Stuttgart-F-Iga_Swiatek-Aryna_Sabalenka.html,Stuttgart,2022-04-24
Amanda Anisimova,R64,Aryna Sabalenka,W,20220428-W-Madrid-R64-Aryna_Sabalenka-Amanda_Anisimova.html,Madrid,2022-04-28
Aryna Sabalenka,R32,Shuai Zhang,W,20220511-W-Rome-R32-Shuai_Zhang-Aryna_Sabalenka.html,Rome,2022-05-11
Aryna Sabalenka,R16,Jessica Pegula,W,20220512-W-Rome-R16-Jessica_Pegula-Aryna_Sabalenka.html,Rome,2022-05-12
Amanda Anisimova,QF,Aryna Sabalenka,W,20220513-W-Rome-QF-Aryna_Sabalenka-Amanda_Anisimova.html,Rome,2022-05-13
Iga Swiatek,SF,Aryna Sabalenka,W,20220514-W-Rome-SF-Aryna_Sabalenka-Iga_Swiatek.html,Rome,2022-05-14
Chloe Paquet,R128,Aryna Sabalenka,W,20220524-W-Roland_Garros-R128-Aryna_Sabalenka-Chloe_Paquet.html,Roland Garros,2022-05-24
Madison Brengle,R64,Aryna Sabalenka,W,20220526-W-Roland_Garros-R64-Aryna_Sabalenka-Madison_Brengle.html,Roland Garros,2022-05-26
Aryna Sabalenka,R32,Camila Giorgi,W,20220528-W-Roland_Garros-R32-Camila_Giorgi-Aryna_Sabalenka.html,Roland Garros,2022-05-28
Kateryna Baindl,R32,Aryna Sabalenka,W,20220607-W-s_Hertogenbosch-R32-Aryna_Sabalenka-Kateryna_Baindl.html,s Hertogenbosch,2022-06-07
Arianne Hartono,R16,Aryna Sabalenka,W,20220608-W-s_Hertogenbosch-R16-Aryna_Sabalenka-Arianne_Hartono.html,s Hertogenbosch,2022-06-08
Alison Van Uytvanck,QF,Aryna Sabalenka,W,20220610-W-s_Hertogenbosch-QF-Aryna_Sabalenka-Alison_Van_Uytvanck.html,s Hertogenbosch,2022-06-10
Shelby Rogers,SF,Aryna Sabalenka,W,20220611-W-s_Hertogenbosch-SF-Aryna_Sabalenka-Shelby_Rogers.html,s Hertogenbosch,2022-06-11
Ekaterina Alexandrova,F,Aryna Sabalenka,W,20220612-W-s_Hertogenbosch-F-Aryna_Sabalenka-Ekaterina_Alexandrova.html,s Hertogenbosch,2022-06-12
Veronika Kudermetova,R32,Aryna Sabalenka,W,20220614-W-Berlin-R32-Aryna_Sabalenka-Veronika_Kudermetova.html,Berlin,2022-06-14
Caroline Dolehide,R16,Aryna Sabalenka,W,20220804-W-San_Jose-R16-Aryna_Sabalenka-Caroline_Dolehide.html,San Jose,2022-08-04
Daria Kasatkina,QF,Aryna Sabalenka,W,20220805-W-San_Jose-QF-Aryna_Sabalenka-Daria_Kasatkina.html,San Jose,2022-08-05
Sara Sorribes Tormo,R32,Aryna Sabalenka,W,20220810-W-Toronto-R32-Aryna_Sabalenka-Sara_Sorribes_Tormo.html,Toronto,2022-08-10
Coco Gauff,R16,Aryna Sabalenka,W,20220811-W-Toronto-R16-Aryna_Sabalenka-Coco_Gauff.html,Toronto,2022-08-11
Anna Kalinskaya,R32,Aryna Sabalenka,W,20220817-W-Cincinnati-R32-Aryna_Sabalenka-Anna_Kalinskaya.html,Cincinnati,2022-08-17
Shuai Zhang,QF,Aryna Sabalenka,W,20220819-W-Cincinnati-QF-Aryna_Sabalenka-Shuai_Zhang.html,Cincinnati,2022-08-19
Shelby Rogers,R16,Aryna Sabalenka,W,20220819-W-Cincinnati-R16-Aryna_Sabalenka-Shelby_Rogers.html,Cincinnati,2022-08-19
Aryna Sabalenka,SF,Caroline Garcia,W,20220820-W-Cincinnati-SF-Caroline_Garcia-Aryna_Sabalenka.html,Cincinnati,2022-08-20
Catherine Harrison,R128,Aryna Sabalenka,W,20220830-W-US_Open-R128-Aryna_Sabalenka-Catherine_Harrison.html,US Open,2022-08-30
Kaia Kanepi,R64,Aryna Sabalenka,W,20220901-W-US_Open-R64-Aryna_Sabalenka-Kaia_Kanepi.html,US Open,2022-09-01
Clara Burel,R32,Aryna Sabalenka,W,20220903-W-US_Open-R32-Aryna_Sabalenka-Clara_Burel.html,US Open,2022-09-03
Aryna Sabalenka,R16,Danielle Collins,W,20220905-W-US_Open-R16-Danielle_Collins-Aryna_Sabalenka.html,US Open,2022-09-05
Aryna Sabalenka,QF,Karolina Pliskova,W,20220907-W-US_Open-QF-Karolina_Pliskova-Aryna_Sabalenka.html,US Open,2022-09-07
Aryna Sabalenka,SF,Iga Swiatek,W,20220908-W-US_Open-SF-Iga_Swiatek-Aryna_Sabalenka.html,US Open,2022-09-08
Donna Vekic,QF,Aryna Sabalenka,W,20221014-W-San_Diego-QF-Aryna_Sabalenka-Donna_Vekic.html,San Diego,2022-10-14
Sloane Stephens,R16,Aryna Sabalenka,W,20221014-W-San_Diego-R16-Aryna_Sabalenka-Sloane_Stephens.html,San Diego,2022-10-14
Liudmila Samsonova,R32,Aryna Sabalenka,W,20221019-W-Guadalajara-R32-Aryna_Sabalenka-Liudmila_Samsonova.html,Guadalajara,2022-10-19
Ons Jabeur,RR,Aryna Sabalenka,W,20221031-W-Fort_Worth_Finals-RR-Aryna_Sabalenka-Ons_Jabeur.html,Fort Worth Finals,2022-10-31
Maria Sakkari,RR,Aryna Sabalenka,W,20221102-W-Fort_Worth_Finals-RR-Aryna_Sabalenka-Maria_Sakkari.html,Fort Worth Finals,2022-11-02
Aryna Sabalenka,RR,Jessica Pegula,W,20221104-W-Fort_Worth_Finals-RR-Jessica_Pegula-Aryna_Sabalenka.html,Fort Worth Finals,2022-11-04
Iga Swiatek,SF,Aryna Sabalenka,W,20221106-W-Fort_Worth_Finals-SF-Aryna_Sabalenka-Iga_Swiatek.html,Fort Worth Finals,2022-11-06
Aryna Sabalenka,F,Caroline Garcia,W,20221107-W-Fort_Worth_Finals-F-Caroline_Garcia-Aryna_Sabalenka.html,Fort Worth Finals,2022-11-07
Liudmila Samsonova,R16,Aryna Sabalenka,W,20230103-W-Adelaide-R16-Aryna_Sabalenka-Liudmila_Samsonova.html,Adelaide,2023-01-03
Marketa Vondrousova,QF,Aryna Sabalenka,W,20230106-W-Adelaide-QF-Aryna_Sabalenka-Marketa_Vondrousova.html,Adelaide,2023-01-06
Irina Camelia Begu,SF,Aryna Sabalenka,W,20230107-W-Adelaide-SF-Aryna_Sabalenka-Irina_Camelia_Begu.html,Adelaide,2023-01-07
Linda Noskova,F,Aryna Sabalenka,W,20230108-W-Adelaide-F-Aryna_Sabalenka-Linda_Noskova.html,Adelaide,2023-01-08
Tereza Martincova,R128,Aryna Sabalenka,W,20230117-W-Australian_Open-R128-Aryna_Sabalenka-Tereza_Martincova.html,Australian Open,2023-01-17
Shelby Rogers,R64,Aryna Sabalenka,W,20230119-W-Australian_Open-R64-Aryna_Sabalenka-Shelby_Rogers.html,Australian Open,2023-01-19
Elise Mertens,R32,Aryna Sabalenka,W,20230121-W-Australian_Open-R32-Aryna_Sabalenka-Elise_Mertens.html,Australian Open,2023-01-21
Belinda Bencic,R16,Aryna Sabalenka,W,20230123-W-Australian_Open-R16-Aryna_Sabalenka-Belinda_Bencic.html,Australian Open,2023-01-23
Donna Vekic,QF,Aryna Sabalenka,W,20230125-W-Australian_Open-QF-Aryna_Sabalenka-Donna_Vekic.html,Australian Open,2023-01-25
Magda Linette,SF,Aryna Sabalenka,W,20230126-W-Australian_Open-SF-Aryna_Sabalenka-Magda_Linette.html,Australian Open,2023-01-26
Elena Rybakina,F,Aryna Sabalenka,W,20230128-W-Australian_Open-F-Aryna_Sabalenka-Elena_Rybakina.html,Australian Open,2023-01-28
Lauren Davis,R32,Aryna Sabalenka,W,20230221-W-Dubai-R32-Aryna_Sabalenka-Lauren_Davis.html,Dubai,2023-02-21
Jelena Ostapenko,R16,Aryna Sabalenka,W,20230222-W-Dubai-R16-Aryna_Sabalenka-Jelena_Ostapenko.html,Dubai,2023-02-22
Barbora Krejcikova,QF,Aryna Sabalenka,W,20230223-W-Dubai-QF-Aryna_Sabalenka-Barbora_Krejcikova.html,Dubai,2023-02-23
Evgeniya Rodina,R64,Aryna Sabalenka,W,20230310-W-Indian_Wells-R64-Aryna_Sabalenka-Evgeniya_Rodina.html,Indian Wells,2023-03-10
Barbora Krejcikova,R16,Aryna Sabalenka,W,20230314-W-Indian_Wells-R16-Aryna_Sabalenka-Barbora_Krejcikova.html,Indian Wells,2023-03-14
Aryna Sabalenka,QF,Coco Gauff,W,20230315-W-Indian_Wells-QF-Coco_Gauff-Aryna_Sabalenka.html,Indian Wells,2023-03-15
Maria Sakkari,SF,Aryna Sabalenka,W,20230317-W-Indian_Wells-SF-Aryna_Sabalenka-Maria_Sakkari.html,Indian Wells,2023-03-17
Aryna Sabalenka,F,Elena Rybakina,W,20230319-W-Indian_Wells-F-Elena_Rybakina-Aryna_Sabalenka.html,Indian Wells,2023-03-19
Shelby Rogers,R64,Aryna Sabalenka,W,20230324-W-Miami-R64-Aryna_Sabalenka-Shelby_Rogers.html,Miami,2023-03-24
Marie Bouzkova,R32,Aryna Sabalenka,W,20230326-W-Miami-R32-Aryna_Sabalenka-Marie_Bouzkova.html,Miami,2023-03-26
Barbora Krejcikova,R16,Aryna Sabalenka,W,20230327-W-Miami-R16-Aryna_Sabalenka-Barbora_Krejcikova.html,Miami,2023-03-27
Sorana Cirstea,QF,Aryna Sabalenka,W,20230329-W-Miami-QF-Aryna_Sabalenka-Sorana_Cirstea.html,Miami,2023-03-29
Barbora Krejcikova,R16,Aryna Sabalenka,W,20230419-W-Stuttgart-R16-Aryna_Sabalenka-Barbora_Krejcikova.html,Stuttgart,2023-04-19
Paula Badosa,QF,Aryna Sabalenka,W,20230422-W-Stuttgart-QF-Aryna_Sabalenka-Paula_Badosa.html,Stuttgart,2023-04-22
Anastasia Potapova,SF,Aryna Sabalenka,W,20230422-W-Stuttgart-SF-Aryna_Sabalenka-Anastasia_Potapova.html,Stuttgart,2023-04-22
Aryna Sabalenka,F,Iga Swiatek,W,20230423-W-Stuttgart-F-Iga_Swiatek-Aryna_Sabalenka.html,Stuttgart,2023-04-23
Aryna Sabalenka,R64,Sorana Cirstea,W,20230427-W-Madrid-R64-Sorana_Cirstea-Aryna_Sabalenka.html,Madrid,2023-04-27
Aryna Sabalenka,R32,Camila Osorio,W,20230429-W-Madrid-R32-Camila_Osorio-Aryna_Sabalenka.html,Madrid,2023-04-29
Aryna Sabalenka,R16,Mirra Andreeva,W,20230501-W-Madrid-R16-Mirra_Andreeva-Aryna_Sabalenka.html,Madrid,2023-05-01
Mayar Sherif,QF,Aryna Sabalenka,W,20230502-W-Madrid-QF-Aryna_Sabalenka-Mayar_Sherif.html,Madrid,2023-05-02
Maria Sakkari,SF,Aryna Sabalenka,W,20230504-W-Madrid-SF-Aryna_Sabalenka-Maria_Sakkari.html,Madrid,2023-05-04
Iga Swiatek,F,Aryna Sabalenka,W,20230506-W-Madrid-F-Aryna_Sabalenka-Iga_Swiatek.html,Madrid,2023-05-06
Sofia Kenin,R64,Aryna Sabalenka,W,20230511-W-Rome-R64-Aryna_Sabalenka-Sofia_Kenin.html,Rome,2023-05-11
Marta Kostyuk,R128,Aryna Sabalenka,W,20230528-W-Roland_Garros-R128-Aryna_Sabalenka-Marta_Kostyuk.html,Roland Garros,2023-05-28
Iryna Shymanovich,R64,Aryna Sabalenka,W,20230531-W-Roland_Garros-R64-Aryna_Sabalenka-Iryna_Shymanovich.html,Roland Garros,2023-05-31
Kamilla Rakhimova,R32,Aryna Sabalenka,W,20230602-W-Roland_Garros-R32-Aryna_Sabalenka-Kamilla_Rakhimova.html,Roland Garros,2023-06-02
Sloane Stephens,R16,Aryna Sabalenka,W,20230604-W-Roland_Garros-R16-Aryna_Sabalenka-Sloane_Stephens.html,Roland Garros,2023-06-04
Aryna Sabalenka,QF,Elina Svitolina,W,20230606-W-Roland_Garros-QF-Elina_Svitolina-Aryna_Sabalenka.html,Roland Garros,2023-06-06
Karolina Muchova,SF,Aryna Sabalenka,W,20230608-W-Roland_Garros-SF-Aryna_Sabalenka-Karolina_Muchova.html,Roland Garros,2023-06-08
Vera Zvonareva,R32,Aryna Sabalenka,W,20230620-W-Berlin-R32-Aryna_Sabalenka-Vera_Zvonareva.html,Berlin,2023-06-20
Veronika Kudermetova,R16,Aryna Sabalenka,W,20230622-W-Berlin-R16-Aryna_Sabalenka-Veronika_Kudermetova.html,Berlin,2023-06-22
Panna Udvardy,R128,Aryna Sabalenka,W,20230705-W-Wimbledon-R128-Aryna_Sabalenka-Panna_Udvardy.html,Wimbledon,2023-07-05
Aryna Sabalenka,R64,Varvara Gracheva,W,20230707-W-Wimbledon-R64-Varvara_Gracheva-Aryna_Sabalenka.html,Wimbledon,2023-07-07
Anna Blinkova,R32,Aryna Sabalenka,W,20230708-W-Wimbledon-R32-Aryna_Sabalenka-Anna_Blinkova.html,Wimbledon,2023-07-08
Ekaterina Alexandrova,R16,Aryna Sabalenka,W,20230710-W-Wimbledon-R16-Aryna_Sabalenka-Ekaterina_Alexandrova.html,Wimbledon,2023-07-10
Aryna Sabalenka,QF,Madison Keys,W,20230712-W-Wimbledon-QF-Madison_Keys-Aryna_Sabalenka.html,Wimbledon,2023-07-12
Ons Jabeur,SF,Aryna Sabalenka,W,20230713-W-Wimbledon-SF-Aryna_Sabalenka-Ons_Jabeur.html,Wimbledon,2023-07-13
Petra Martic,R32,Aryna Sabalenka,W,20230810-W-Montreal-R32-Aryna_Sabalenka-Petra_Martic.html,Montreal,2023-08-10
Liudmila Samsonova,R16,Aryna Sabalenka,W,20230811-W-Montreal-R16-Aryna_Sabalenka-Liudmila_Samsonova.html,Montreal,2023-08-11
Aryna Sabalenka,R32,Ann Li,W,20230816-W-Cincinnati-R32-Ann_Li-Aryna_Sabalenka.html,Cincinnati,2023-08-16
Daria Kasatkina,R16,Aryna Sabalenka,W,20230817-W-Cincinnati-R16-Aryna_Sabalenka-Daria_Kasatkina.html,Cincinnati,2023-08-17
Ons Jabeur,QF,Aryna Sabalenka,W,20230818-W-Cincinnati-QF-Aryna_Sabalenka-Ons_Jabeur.html,Cincinnati,2023-08-18
Karolina Muchova,SF,Aryna Sabalenka,W,20230819-W-Cincinnati-SF-Aryna_Sabalenka-Karolina_Muchova.html,Cincinnati,2023-08-19
Maryna Zanevska,R128,Aryna Sabalenka,W,20230829-W-US_Open-R128-Aryna_Sabalenka-Maryna_Zanevska.html,US Open,2023-08-29
Jodie Burrage,R64,Aryna Sabalenka,W,20230831-W-US_Open-R64-Aryna_Sabalenka-Jodie_Burrage.html,US Open,2023-08-31
Clara Burel,R32,Aryna Sabalenka,W,20230902-W-US_Open-R32-Aryna_Sabalenka-Clara_Burel.html,US Open,2023-09-02
Daria Kasatkina,R16,Aryna Sabalenka,W,20230904-W-US_Open-R16-Aryna_Sabalenka-Daria_Kasatkina.html,US Open,2023-09-04
Qinwen Zheng,QF,Aryna Sabalenka,W,20230906-W-US_Open-QF-Aryna_Sabalenka-Qinwen_Zheng.html,US Open,2023-09-06
Madison Keys,SF,Aryna Sabalenka,W,20230907-W-US_Open-SF-Aryna_Sabalenka-Madison_Keys.html,US Open,2023-09-07
Aryna Sabalenka,F,Coco Gauff,W,20230909-W-US_Open-F-Coco_Gauff-Aryna_Sabalenka.html,US Open,2023-09-09
Sofia Kenin,R64,Aryna Sabalenka,W,20231001-W-Beijing-R64-Aryna_Sabalenka-Sofia_Kenin.html,Beijing,2023-10-01
Katie Boulter,R32,Aryna Sabalenka,W,20231003-W-Beijing-R32-Aryna_Sabalenka-Katie_Boulter.html,Beijing,2023-10-03
Jasmine Paolini,R16,Aryna Sabalenka,W,20231005-W-Beijing-R16-Aryna_Sabalenka-Jasmine_Paolini.html,Beijing,2023-10-05
Elena Rybakina,QF,Aryna Sabalenka,W,20231006-W-Beijing-QF-Aryna_Sabalenka-Elena_Rybakina.html,Beijing,2023-10-06
Maria Sakkari,RR,Aryna Sabalenka,W,20231029-W-Cancun_Finals-RR-Aryna_Sabalenka-Maria_Sakkari.html,Cancun Finals,2023-10-29
Jessica Pegula,RR,Aryna Sabalenka,W,20231031-W-Cancun_Finals-RR-Aryna_Sabalenka-Jessica_Pegula.html,Cancun Finals,2023-10-31
Aryna Sabalenka,RR,Elena Rybakina,W,20231102-W-Cancun_Finals-RR-Elena_Rybakina-Aryna_Sabalenka.html,Cancun Finals,2023-11-02
Aryna Sabalenka,SF,Iga Swiatek,W,20231104-W-Cancun_Finals-SF-Iga_Swiatek-Aryna_Sabalenka.html,Cancun Finals,2023-11-04
Lucia Bronzetti,R32,Aryna Sabalenka,W,20240103-W-Brisbane-R32-Aryna_Sabalenka-Lucia_Bronzetti.html,Brisbane,2024-01-03
Lin Zhu,R16,Aryna Sabalenka,W,20240104-W-Brisbane-R16-Aryna_Sabalenka-Lin_Zhu.html,Brisbane,2024-01-04
